Name,GeoID,Total,With cash public assistance or Food Stamps/SNAP,No cash public assistance or Food Stamps/SNAP
"Richmond County, North Carolina",05000US37153,17292.0,3535.0,13757.0
"Richmond County, Virginia",05000US51159,2909.0,231.0,2678.0
"Riley County, Kansas",05000US20161,25375.0,1132.0,24243.0
"Rincón Municipio, Puerto Rico",05000US72117,5508.0,1924.0,3584.0
"Ringgold County, Iowa",05000US19159,2056.0,196.0,1860.0
"Rio Arriba County, New Mexico",05000US35039,14987.0,1845.0,13142.0
"Rio Blanco County, Colorado",05000US08103,2499.0,106.0,2393.0
"Rio Grande County, Colorado",05000US08105,3960.0,677.0,3283.0
"Río Grande Municipio, Puerto Rico",05000US72119,17110.0,6373.0,10737.0
"Ripley County, Indiana",05000US18137,10813.0,807.0,10006.0
"Ripley County, Missouri",05000US29181,5556.0,1087.0,4469.0
"Ritchie County, West Virginia",05000US54085,4127.0,754.0,3373.0
"Riverside County, California",05000US06065,672896.0,50421.0,622475.0
"Roane County, Tennessee",05000US47145,22457.0,3429.0,19028.0
"Roane County, West Virginia",05000US54087,5970.0,1268.0,4702.0
"Roanoke city, Virginia",05000US51770,42892.0,7937.0,34955.0
"Roanoke County, Virginia",05000US51161,37975.0,1860.0,36115.0
"Roberts County, South Dakota",05000US46109,3657.0,423.0,3234.0
"Roberts County, Texas",05000US48393,330.0,6.0,324.0
"Robertson County, Kentucky",05000US21201,776.0,202.0,574.0
"Robertson County, Tennessee",05000US47147,24028.0,2875.0,21153.0
"Robertson County, Texas",05000US48395,5971.0,1226.0,4745.0
"Robeson County, North Carolina",05000US37155,44528.0,11273.0,33255.0
"Rockbridge County, Virginia",05000US51163,9291.0,689.0,8602.0
"Rockcastle County, Kentucky",05000US21203,6474.0,1701.0,4773.0
"Rock County, Minnesota",05000US27133,3942.0,229.0,3713.0
"Rock County, Nebraska",05000US31149,673.0,50.0,623.0
"Rock County, Wisconsin",05000US55105,62745.0,8176.0,54569.0
"Rockdale County, Georgia",05000US13247,29002.0,3798.0,25204.0
"Rockingham County, New Hampshire",05000US33015,115105.0,4658.0,110447.0
"Rockingham County, North Carolina",05000US37157,37836.0,5411.0,32425.0
"Rockingham County, Virginia",05000US51165,29711.0,1956.0,27755.0
"Rock Island County, Illinois",05000US17161,60527.0,6187.0,54340.0
"Rockland County, New York",05000US36087,98106.0,7360.0,90746.0
"Rockwall County, Texas",05000US48397,25717.0,1198.0,24519.0
"Roger Mills County, Oklahoma",05000US40129,1350.0,65.0,1285.0
"Rogers County, Oklahoma",05000US40131,32056.0,3106.0,28950.0
"Rolette County, North Dakota",05000US38079,4619.0,1481.0,3138.0
"Rooks County, Kansas",05000US20163,2372.0,152.0,2220.0
"Roosevelt County, Montana",05000US30085,3333.0,584.0,2749.0
"Roosevelt County, New Mexico",05000US35041,6888.0,822.0,6066.0
"Roscommon County, Michigan",05000US26143,11255.0,2431.0,8824.0
"Roseau County, Minnesota",05000US27135,6357.0,420.0,5937.0
"Rosebud County, Montana",05000US30087,3276.0,372.0,2904.0
"Ross County, Ohio",05000US39141,28158.0,5029.0,23129.0
"Routt County, Colorado",05000US08107,9929.0,194.0,9735.0
"Rowan County, Kentucky",05000US21205,8206.0,1425.0,6781.0
"Rowan County, North Carolina",05000US37159,53009.0,6624.0,46385.0
"Runnels County, Texas",05000US48399,3886.0,450.0,3436.0
"Rush County, Indiana",05000US18139,6686.0,740.0,5946.0
"Rush County, Kansas",05000US20165,1568.0,129.0,1439.0
"Rusk County, Texas",05000US48401,17994.0,1623.0,16371.0
"Rusk County, Wisconsin",05000US55107,6639.0,1019.0,5620.0
"Russell County, Alabama",05000US01113,20453.0,3874.0,16579.0
"Russell County, Kansas",05000US20167,3270.0,337.0,2933.0
"Russell County, Kentucky",05000US21207,7409.0,1409.0,6000.0
"Russell County, Virginia",05000US51167,11302.0,2296.0,9006.0
"Rutherford County, North Carolina",05000US37161,27229.0,4301.0,22928.0
"Rutherford County, Tennessee",05000US47149,94173.0,9992.0,84181.0
"Rutland County, Vermont",05000US50021,26108.0,3931.0,22177.0
"Sabana Grande Municipio, Puerto Rico",05000US72121,7867.0,2797.0,5070.0
"Sabine County, Texas",05000US48403,4491.0,541.0,3950.0
"Sabine Parish, Louisiana",05000US22085,9414.0,1789.0,7625.0
"Sac County, Iowa",05000US19161,4502.0,310.0,4192.0
"Sacramento County, California",05000US06067,510976.0,52289.0,458687.0
"Sagadahoc County, Maine",05000US23023,14853.0,1622.0,13231.0
"Saginaw County, Michigan",05000US26145,76828.0,14257.0,62571.0
"Saguache County, Colorado",05000US08109,2695.0,440.0,2255.0
"Salem city, Virginia",05000US51775,9944.0,671.0,9273.0
"Salem County, New Jersey",05000US34033,25004.0,2482.0,22522.0
"Salinas Municipio, Puerto Rico",05000US72123,10562.0,4758.0,5804.0
"Saline County, Arkansas",05000US05125,40132.0,3509.0,36623.0
"Saline County, Illinois",05000US17165,10414.0,1712.0,8702.0
"Saline County, Kansas",05000US20169,22239.0,2168.0,20071.0
"Saline County, Missouri",05000US29195,8928.0,1406.0,7522.0
"Saline County, Nebraska",05000US31151,4979.0,323.0,4656.0
"Salt Lake County, Utah",05000US49035,339035.0,26218.0,312817.0
"Saluda County, South Carolina",05000US45081,6821.0,1298.0,5523.0
"Sampson County, North Carolina",05000US37163,23463.0,3864.0,19599.0
"San Augustine County, Texas",05000US48405,3581.0,591.0,2990.0
"San Benito County, California",05000US06069,16785.0,1404.0,15381.0
"San Bernardino County, California",05000US06071,598822.0,64521.0,534301.0
"Sanborn County, South Dakota",05000US46111,1008.0,68.0,940.0
"Sanders County, Montana",05000US30089,5078.0,641.0,4437.0
"San Diego County, California",05000US06073,1064048.0,53708.0,1010340.0
"Sandoval County, New Mexico",05000US35043,46061.0,4303.0,41758.0
"Sandusky County, Ohio",05000US39143,24031.0,2551.0,21480.0
"San Francisco County, California",05000US06075,338366.0,16111.0,322255.0
"Sangamon County, Illinois",05000US17167,82422.0,9660.0,72762.0
"San Germán Municipio, Puerto Rico",05000US72125,12096.0,4652.0,7444.0
"Sanilac County, Michigan",05000US26151,16657.0,2657.0,14000.0
"San Jacinto County, Texas",05000US48407,8980.0,1317.0,7663.0
"San Joaquin County, California",05000US06077,212902.0,22930.0,189972.0
"San Juan County, Colorado",05000US08111,404.0,89.0,315.0
"San Juan County, New Mexico",05000US35045,42215.0,3635.0,38580.0
"San Juan County, Utah",05000US49037,4241.0,772.0,3469.0
"San Juan County, Washington",05000US53055,8051.0,473.0,7578.0
"San Juan Municipio, Puerto Rico",05000US72127,149097.0,37826.0,111271.0
"San Lorenzo Municipio, Puerto Rico",05000US72129,13100.0,4926.0,8174.0
"San Luis Obispo County, California",05000US06079,101993.0,4999.0,96994.0
"San Mateo County, California",05000US06081,256423.0,6938.0,249485.0
"San Miguel County, Colorado",05000US08113,3453.0,124.0,3329.0
"San Miguel County, New Mexico",05000US35047,12010.0,1663.0,10347.0
"San Patricio County, Texas",05000US48409,22453.0,3456.0,18997.0
"Sanpete County, Utah",05000US49039,7716.0,736.0,6980.0
"San Saba County, Texas",05000US48411,2133.0,223.0,1910.0
"San Sebastián Municipio, Puerto Rico",05000US72131,12412.0,6410.0,6002.0
"Santa Barbara County, California",05000US06083,141635.0,8605.0,133030.0
"Santa Clara County, California",05000US06085,599652.0,28288.0,571364.0
"Santa Cruz County, Arizona",05000US04023,13114.0,2519.0,10595.0
"Santa Cruz County, California",05000US06087,93834.0,5774.0,88060.0
"Santa Fe County, New Mexico",05000US35049,60594.0,4973.0,55621.0
"Santa Isabel Municipio, Puerto Rico",05000US72133,7739.0,3179.0,4560.0
"Santa Rosa County, Florida",05000US12113,55956.0,5523.0,50433.0
"Sarasota County, Florida",05000US12115,169256.0,10211.0,159045.0
"Saratoga County, New York",05000US36091,87762.0,5120.0,82642.0
"Sargent County, North Dakota",05000US38081,1715.0,91.0,1624.0
"Sarpy County, Nebraska",05000US31153,57759.0,2773.0,54986.0
"Sauk County, Wisconsin",05000US55111,25504.0,2175.0,23329.0
"Saunders County, Nebraska",05000US31155,8102.0,361.0,7741.0
"Sawyer County, Wisconsin",05000US55113,7680.0,1157.0,6523.0
"Schenectady County, New York",05000US36093,58203.0,5219.0,52984.0
"Schleicher County, Texas",05000US48413,1000.0,54.0,946.0
"Schley County, Georgia",05000US13249,1743.0,382.0,1361.0
"Schoharie County, New York",05000US36095,12801.0,1417.0,11384.0
"Schoolcraft County, Michigan",05000US26153,3673.0,472.0,3201.0
"Schuyler County, Illinois",05000US17169,3081.0,255.0,2826.0
"Schuyler County, Missouri",05000US29197,1944.0,319.0,1625.0
"Schuyler County, New York",05000US36097,7610.0,728.0,6882.0
"Schuylkill County, Pennsylvania",05000US42107,60029.0,6862.0,53167.0
"Scioto County, Ohio",05000US39145,29788.0,6867.0,22921.0
"Scotland County, Missouri",05000US29199,2020.0,269.0,1751.0
"Scotland County, North Carolina",05000US37165,13075.0,3255.0,9820.0
"Scott County, Arkansas",05000US05127,4156.0,713.0,3443.0
"Scott County, Illinois",05000US17171,2145.0,180.0,1965.0
"Scott County, Indiana",05000US18143,9098.0,1624.0,7474.0
"Scott County, Iowa",05000US19163,66529.0,6721.0,59808.0
"Scott County, Kansas",05000US20171,2051.0,57.0,1994.0
"Scott County, Kentucky",05000US21209,17628.0,2693.0,14935.0
"Scott County, Minnesota",05000US27139,44593.0,1670.0,42923.0
"Scott County, Mississippi",05000US28123,9791.0,1361.0,8430.0
"Scott County, Missouri",05000US29201,15203.0,2944.0,12259.0
"Scott County, Tennessee",05000US47151,8555.0,2819.0,5736.0
"Scott County, Virginia",05000US51169,9701.0,1168.0,8533.0
"Scotts Bluff County, Nebraska",05000US31157,14992.0,2000.0,12992.0
"Screven County, Georgia",05000US13251,4682.0,753.0,3929.0
"Scurry County, Texas",05000US48415,6039.0,781.0,5258.0
"Searcy County, Arkansas",05000US05129,3421.0,522.0,2899.0
"Sebastian County, Arkansas",05000US05131,48441.0,6216.0,42225.0
"Sedgwick County, Colorado",05000US08115,1070.0,90.0,980.0
"Sedgwick County, Kansas",05000US20173,191853.0,22978.0,168875.0
"Seminole County, Florida",05000US12117,150443.0,8751.0,141692.0
"Seminole County, Georgia",05000US13253,3059.0,495.0,2564.0
"Seminole County, Oklahoma",05000US40133,9250.0,2030.0,7220.0
"Seneca County, New York",05000US36099,13257.0,1174.0,12083.0
"Seneca County, Ohio",05000US39147,22026.0,2830.0,19196.0
"Sequatchie County, Tennessee",05000US47153,5323.0,1006.0,4317.0
"Sequoyah County, Oklahoma",05000US40135,15520.0,2951.0,12569.0
"Sevier County, Arkansas",05000US05133,5825.0,1027.0,4798.0
"Sevier County, Tennessee",05000US47155,37218.0,5515.0,31703.0
"Sevier County, Utah",05000US49041,6989.0,759.0,6230.0
"Seward County, Kansas",05000US20175,7426.0,646.0,6780.0
"Seward County, Nebraska",05000US31159,6364.0,219.0,6145.0
"Shackelford County, Texas",05000US48417,1265.0,71.0,1194.0
"Shannon County, Missouri",05000US29203,3362.0,719.0,2643.0
"Shannon County, South Dakota",05000US46113,2753.0,956.0,1797.0
"Sharkey County, Mississippi",05000US28125,1644.0,436.0,1208.0
"Sharp County, Arkansas",05000US05135,7106.0,1056.0,6050.0
"Shasta County, California",05000US06089,69147.0,6465.0,62682.0
"Shawano County, Wisconsin",05000US55115,17203.0,1469.0,15734.0
"Shawnee County, Kansas",05000US20177,73219.0,8223.0,64996.0
"Sheboygan County, Wisconsin",05000US55117,46318.0,4492.0,41826.0
"Shelby County, Alabama",05000US01117,72694.0,4050.0,68644.0
"Shelby County, Illinois",05000US17173,8968.0,655.0,8313.0
"Shelby County, Indiana",05000US18145,17381.0,1621.0,15760.0
"Shelby County, Iowa",05000US19165,5067.0,550.0,4517.0
"Shelby County, Kentucky",05000US21211,15030.0,1775.0,13255.0
"Shelby County, Missouri",05000US29205,2653.0,443.0,2210.0
"Shelby County, Ohio",05000US39149,18507.0,1758.0,16749.0
"Shelby County, Tennessee",05000US47157,340394.0,63692.0,276702.0
"Shelby County, Texas",05000US48419,9778.0,1809.0,7969.0
"Shenandoah County, Virginia",05000US51171,17152.0,1534.0,15618.0
"Sherburne County, Minnesota",05000US27141,29572.0,1479.0,28093.0
"Sheridan County, Kansas",05000US20179,1087.0,27.0,1060.0
"Sheridan County, Montana",05000US30091,1684.0,107.0,1577.0
"Sheridan County, Nebraska",05000US31161,2386.0,208.0,2178.0
"Sheridan County, North Dakota",05000US38083,608.0,62.0,546.0
"Sheridan County, Wyoming",05000US56033,12268.0,494.0,11774.0
"Sherman County, Kansas",05000US20181,2569.0,255.0,2314.0
"Sherman County, Nebraska",05000US31163,1379.0,95.0,1284.0
"Sherman County, Oregon",05000US41055,835.0,84.0,751.0
"Sherman County, Texas",05000US48421,1015.0,39.0,976.0
"Shiawassee County, Michigan",05000US26155,27581.0,4087.0,23494.0
"Shoshone County, Idaho",05000US16079,5792.0,1025.0,4767.0
"Sibley County, Minnesota",05000US27143,6103.0,317.0,5786.0
"Sierra County, California",05000US06091,1328.0,72.0,1256.0
"Sierra County, New Mexico",05000US35051,4338.0,489.0,3849.0
"Silver Bow County, Montana",05000US30093,14981.0,2083.0,12898.0
"Simpson County, Kentucky",05000US21213,6672.0,829.0,5843.0
"Simpson County, Mississippi",05000US28127,10324.0,1550.0,8774.0
"Sioux County, Iowa",05000US19167,11549.0,571.0,10978.0
"Sioux County, Nebraska",05000US31165,587.0,22.0,565.0
"Sioux County, North Dakota",05000US38085,1067.0,423.0,644.0
"Siskiyou County, California",05000US06093,19782.0,2268.0,17514.0
"Sitka City and Borough, Alaska",05000US02220,3632.0,387.0,3245.0
"Skagit County, Washington",05000US53057,45475.0,5754.0,39721.0
"Skagway Municipality, Alaska",05000US02230,430.0,0.0,430.0
"Skamania County, Washington",05000US53059,4435.0,554.0,3881.0
"Slope County, North Dakota",05000US38087,306.0,9.0,297.0
"Smith County, Kansas",05000US20183,1769.0,128.0,1641.0
"Smith County, Mississippi",05000US28129,6173.0,816.0,5357.0
"Smith County, Tennessee",05000US47159,7013.0,1124.0,5889.0
"Smith County, Texas",05000US48423,77934.0,8599.0,69335.0
"Smyth County, Virginia",05000US51173,12681.0,1943.0,10738.0
"Snohomish County, Washington",05000US53061,266331.0,26904.0,239427.0
"Snyder County, Pennsylvania",05000US42109,14320.0,1284.0,13036.0
"Socorro County, New Mexico",05000US35053,5694.0,1031.0,4663.0
"Solano County, California",05000US06095,139312.0,10045.0,129267.0
"Somerset County, Maine",05000US23025,21795.0,5020.0,16775.0
"Somerset County, Maryland",05000US24039,8573.0,1314.0,7259.0
"Somerset County, New Jersey",05000US34035,114348.0,3150.0,111198.0
"Somerset County, Pennsylvania",05000US42111,30168.0,3488.0,26680.0
"Somervell County, Texas",05000US48425,3146.0,153.0,2993.0
"Sonoma County, California",05000US06097,184170.0,8993.0,175177.0
"Southampton County, Virginia",05000US51175,6618.0,1058.0,5560.0
"Southeast Fairbanks Census Area, Alaska",05000US02240,2523.0,268.0,2255.0
"Spalding County, Georgia",05000US13255,22920.0,3907.0,19013.0
"Spartanburg County, South Carolina",05000US45083,106055.0,11839.0,94216.0
"Spencer County, Indiana",05000US18147,8082.0,700.0,7382.0
"Spencer County, Kentucky",05000US21215,6224.0,584.0,5640.0
"Spink County, South Dakota",05000US46115,2603.0,159.0,2444.0
"Spokane County, Washington",05000US53063,185983.0,28471.0,157512.0
"Spotsylvania County, Virginia",05000US51177,41282.0,3267.0,38015.0
"Stafford County, Kansas",05000US20185,1853.0,140.0,1713.0
"Stafford County, Virginia",05000US51179,40691.0,1482.0,39209.0
"Stanislaus County, California",05000US06099,164933.0,18699.0,146234.0
"Stanley County, South Dakota",05000US46117,1159.0,85.0,1074.0
"Stanly County, North Carolina",05000US37167,22629.0,2575.0,20054.0
"Stanton County, Kansas",05000US20187,765.0,30.0,735.0
"Stanton County, Nebraska",05000US31167,2433.0,172.0,2261.0
"Stark County, Illinois",05000US17175,2371.0,190.0,2181.0
"Stark County, North Dakota",05000US38089,9793.0,884.0,8909.0
"Stark County, Ohio",05000US39151,150072.0,19504.0,130568.0
"Starke County, Indiana",05000US18149,9064.0,1451.0,7613.0
"Starr County, Texas",05000US48427,15571.0,6335.0,9236.0
"Staunton city, Virginia",05000US51790,10517.0,941.0,9576.0
"St. Bernard Parish, Louisiana",05000US22087,12246.0,1566.0,10680.0
"St. Charles County, Missouri",05000US29183,132908.0,6692.0,126216.0
"St. Charles Parish, Louisiana",05000US22089,18569.0,1594.0,16975.0
"St. Clair County, Alabama",05000US01115,30588.0,3779.0,26809.0
"St. Clair County, Illinois",05000US17163,103498.0,14967.0,88531.0
"St. Clair County, Michigan",05000US26147,63985.0,9341.0,54644.0
"St. Clair County, Missouri",05000US29185,4351.0,599.0,3752.0
"St. Croix County, Wisconsin",05000US55109,31986.0,1826.0,30160.0
"Stearns County, Minnesota",05000US27145,56469.0,3851.0,52618.0
"Steele County, Minnesota",05000US27147,14053.0,882.0,13171.0
"Steele County, North Dakota",05000US38091,836.0,16.0,820.0
"Ste. Genevieve County, Missouri",05000US29186,7214.0,899.0,6315.0
"Stephens County, Georgia",05000US13257,9175.0,936.0,8239.0
"Stephens County, Oklahoma",05000US40137,17809.0,1964.0,15845.0
"Stephens County, Texas",05000US48429,3598.0,300.0,3298.0
"Stephenson County, Illinois",05000US17177,19515.0,2519.0,16996.0
"Sterling County, Texas",05000US48431,424.0,23.0,401.0
"Steuben County, Indiana",05000US18151,13943.0,1331.0,12612.0
"Steuben County, New York",05000US36101,41101.0,4772.0,36329.0
"Stevens County, Kansas",05000US20189,2060.0,97.0,1963.0
"Stevens County, Minnesota",05000US27149,3739.0,270.0,3469.0
"Stevens County, Washington",05000US53065,17652.0,2856.0,14796.0
"Stewart County, Georgia",05000US13259,2183.0,473.0,1710.0
"Stewart County, Tennessee",05000US47161,5215.0,731.0,4484.0
"St. Francis County, Arkansas",05000US05123,9060.0,2497.0,6563.0
"St. Francois County, Missouri",05000US29187,24519.0,4802.0,19717.0
"St. Helena Parish, Louisiana",05000US22091,4142.0,938.0,3204.0
"Stillwater County, Montana",05000US30095,3754.0,224.0,3530.0
"St. James Parish, Louisiana",05000US22093,7578.0,1324.0,6254.0
"St. Johns County, Florida",05000US12109,71807.0,4435.0,67372.0
"St. John the Baptist Parish, Louisiana",05000US22095,15775.0,2437.0,13338.0
"St. Joseph County, Indiana",05000US18141,101071.0,12228.0,88843.0
"St. Joseph County, Michigan",05000US26149,22319.0,3063.0,19256.0
"St. Landry Parish, Louisiana",05000US22097,30381.0,6580.0,23801.0
"St. Lawrence County, New York",05000US36089,41825.0,5685.0,36140.0
"St. Louis city, Missouri",05000US29510,139693.0,33274.0,106419.0
"St. Louis County, Minnesota",05000US27137,86446.0,8424.0,78022.0
"St. Louis County, Missouri",05000US29189,404158.0,36126.0,368032.0
"St. Lucie County, Florida",05000US12111,103900.0,10054.0,93846.0
"St. Martin Parish, Louisiana",05000US22099,18825.0,2863.0,15962.0
"St. Mary Parish, Louisiana",05000US22101,20148.0,4736.0,15412.0
"St. Mary's County, Maryland",05000US24037,36662.0,3128.0,33534.0
"Stoddard County, Missouri",05000US29207,12235.0,2435.0,9800.0
"Stokes County, North Carolina",05000US37169,18968.0,2348.0,16620.0
"Stone County, Arkansas",05000US05137,5141.0,723.0,4418.0
"Stone County, Mississippi",05000US28131,6083.0,955.0,5128.0
"Stone County, Missouri",05000US29209,13297.0,2074.0,11223.0
"Stonewall County, Texas",05000US48433,600.0,23.0,577.0
"Storey County, Nevada",05000US32029,1755.0,65.0,1690.0
"Story County, Iowa",05000US19169,34613.0,2087.0,32526.0
"Strafford County, New Hampshire",05000US33017,46384.0,4685.0,41699.0
"St. Tammany Parish, Louisiana",05000US22103,86374.0,8360.0,78014.0
"Stutsman County, North Dakota",05000US38093,8574.0,790.0,7784.0
"Sublette County, Wyoming",05000US56035,3564.0,56.0,3508.0
"Suffolk city, Virginia",05000US51800,30305.0,2986.0,27319.0
"Suffolk County, Massachusetts",05000US25025,286437.0,47661.0,238776.0
"Suffolk County, New York",05000US36103,496677.0,24508.0,472169.0
"Sullivan County, Indiana",05000US18153,7855.0,1021.0,6834.0
"Sullivan County, Missouri",05000US29211,2605.0,451.0,2154.0
"Sullivan County, New Hampshire",05000US33019,18156.0,1693.0,16463.0
"Sullivan County, New York",05000US36105,29432.0,3406.0,26026.0
"Sullivan County, Pennsylvania",05000US42113,2438.0,211.0,2227.0
"Sullivan County, Tennessee",05000US47163,66554.0,9677.0,56877.0
"Sully County, South Dakota",05000US46119,606.0,15.0,591.0
"Summers County, West Virginia",05000US54089,5108.0,772.0,4336.0
"Summit County, Colorado",05000US08117,11001.0,293.0,10708.0
"Summit County, Ohio",05000US39153,221498.0,28569.0,192929.0
"Summit County, Utah",05000US49043,13342.0,356.0,12986.0
"Sumner County, Kansas",05000US20191,9239.0,899.0,8340.0
"Sumner County, Tennessee",05000US47165,60112.0,7020.0,53092.0
"Sumter County, Alabama",05000US01119,5036.0,1400.0,3636.0
"Sumter County, Florida",05000US12119,40294.0,2846.0,37448.0
"Sumter County, Georgia",05000US13261,11473.0,2624.0,8849.0
"Sumter County, South Carolina",05000US45085,39273.0,6389.0,32884.0
"Sunflower County, Mississippi",05000US28133,8459.0,2577.0,5882.0
"Surry County, North Carolina",05000US37171,30072.0,4342.0,25730.0
"Surry County, Virginia",05000US51181,2547.0,407.0,2140.0
"Susquehanna County, Pennsylvania",05000US42115,17273.0,1610.0,15663.0
"Sussex County, Delaware",05000US10005,75286.0,8373.0,66913.0
"Sussex County, New Jersey",05000US34037,55554.0,1870.0,53684.0
"Sussex County, Virginia",05000US51183,3600.0,518.0,3082.0
"Sutter County, California",05000US06101,31668.0,3412.0,28256.0
"Sutton County, Texas",05000US48435,1382.0,120.0,1262.0
"Suwannee County, Florida",05000US12121,15810.0,2834.0,12976.0
"Swain County, North Carolina",05000US37173,5455.0,508.0,4947.0
"Sweet Grass County, Montana",05000US30097,1517.0,27.0,1490.0
"Sweetwater County, Wyoming",05000US56037,16418.0,743.0,15675.0
"Swift County, Minnesota",05000US27151,4192.0,290.0,3902.0
"Swisher County, Texas",05000US48437,2612.0,322.0,2290.0
"Switzerland County, Indiana",05000US18155,4149.0,576.0,3573.0
"Talbot County, Georgia",05000US13263,2701.0,477.0,2224.0
"Talbot County, Maryland",05000US24041,15539.0,1124.0,14415.0
"Taliaferro County, Georgia",05000US13265,638.0,169.0,469.0
"Talladega County, Alabama",05000US01121,31597.0,5640.0,25957.0
"Tallahatchie County, Mississippi",05000US28135,4626.0,1035.0,3591.0
"Tallapoosa County, Alabama",05000US01123,16404.0,2037.0,14367.0
"Tama County, Iowa",05000US19171,7041.0,614.0,6427.0
"Taney County, Missouri",05000US29213,20525.0,3355.0,17170.0
"Tangipahoa Parish, Louisiana",05000US22105,43518.0,8106.0,35412.0
"Taos County, New Mexico",05000US35055,13014.0,1826.0,11188.0
"Tarrant County, Texas",05000US48439,643917.0,58522.0,585395.0
"Tate County, Mississippi",05000US28137,9982.0,1514.0,8468.0
"Tattnall County, Georgia",05000US13267,7844.0,1370.0,6474.0
"Taylor County, Florida",05000US12123,7632.0,1368.0,6264.0
"Taylor County, Georgia",05000US13269,3460.0,808.0,2652.0
"Taylor County, Iowa",05000US19173,2683.0,259.0,2424.0
"Taylor County, Kentucky",05000US21217,9633.0,1614.0,8019.0
"Taylor County, Texas",05000US48441,49439.0,5324.0,44115.0
"Taylor County, West Virginia",05000US54091,6592.0,987.0,5605.0
"Taylor County, Wisconsin",05000US55119,8851.0,842.0,8009.0
"Tazewell County, Illinois",05000US17179,54144.0,4390.0,49754.0
"Tazewell County, Virginia",05000US51185,18019.0,2731.0,15288.0
"Tehama County, California",05000US06103,23810.0,3171.0,20639.0
"Telfair County, Georgia",05000US13271,5780.0,1412.0,4368.0
"Teller County, Colorado",05000US08119,9051.0,714.0,8337.0
"Tensas Parish, Louisiana",05000US22107,2205.0,344.0,1861.0
"Terrebonne Parish, Louisiana",05000US22109,39040.0,6916.0,32124.0
"Terrell County, Georgia",05000US13273,3427.0,990.0,2437.0
"Terrell County, Texas",05000US48443,421.0,0.0,421.0
"Terry County, Texas",05000US48445,3940.0,758.0,3182.0
"Teton County, Idaho",05000US16081,3812.0,378.0,3434.0
"Teton County, Montana",05000US30099,2406.0,173.0,2233.0
"Teton County, Wyoming",05000US56039,7246.0,126.0,7120.0
"Texas County, Missouri",05000US29215,9560.0,1378.0,8182.0
"Texas County, Oklahoma",05000US40139,7122.0,727.0,6395.0
"Thayer County, Nebraska",05000US31169,2212.0,142.0,2070.0
"Thomas County, Georgia",05000US13275,17356.0,3265.0,14091.0
"Thomas County, Kansas",05000US20193,3165.0,99.0,3066.0
"Thomas County, Nebraska",05000US31171,318.0,3.0,315.0
"Throckmorton County, Texas",05000US48447,795.0,75.0,720.0
"Thurston County, Nebraska",05000US31173,2053.0,438.0,1615.0
"Thurston County, Washington",05000US53067,100147.0,9952.0,90195.0
"Tift County, Georgia",05000US13277,14164.0,2500.0,11664.0
"Tillamook County, Oregon",05000US41057,10892.0,1716.0,9176.0
"Tillman County, Oklahoma",05000US40141,2809.0,475.0,2334.0
"Tioga County, New York",05000US36107,20458.0,2204.0,18254.0
"Tioga County, Pennsylvania",05000US42117,17187.0,1872.0,15315.0
"Tippah County, Mississippi",05000US28139,8322.0,1307.0,7015.0
"Tippecanoe County, Indiana",05000US18157,65100.0,6206.0,58894.0
"Tipton County, Indiana",05000US18159,6637.0,473.0,6164.0
"Tipton County, Tennessee",05000US47167,21578.0,3522.0,18056.0
"Tishomingo County, Mississippi",05000US28141,7531.0,738.0,6793.0
"Titus County, Texas",05000US48449,10717.0,1330.0,9387.0
"Toa Alta Municipio, Puerto Rico",05000US72135,22233.0,6254.0,15979.0
"Toa Baja Municipio, Puerto Rico",05000US72137,30639.0,8785.0,21854.0
"Todd County, Kentucky",05000US21219,4665.0,657.0,4008.0
"Todd County, Minnesota",05000US27153,9994.0,993.0,9001.0
"Todd County, South Dakota",05000US46121,2566.0,1134.0,1432.0
"Tolland County, Connecticut",05000US09013,54386.0,2660.0,51726.0
"Tom Green County, Texas",05000US48451,41468.0,4569.0,36899.0
"Tompkins County, New York",05000US36109,38531.0,3679.0,34852.0
"Tooele County, Utah",05000US49045,18019.0,1342.0,16677.0
"Toole County, Montana",05000US30101,2034.0,155.0,1879.0
"Toombs County, Georgia",05000US13279,10133.0,2126.0,8007.0
"Torrance County, New Mexico",05000US35057,5691.0,838.0,4853.0
"Towner County, North Dakota",05000US38095,992.0,67.0,925.0
"Towns County, Georgia",05000US13281,4499.0,307.0,4192.0
"Traill County, North Dakota",05000US38097,3375.0,204.0,3171.0
"Transylvania County, North Carolina",05000US37175,13914.0,1344.0,12570.0
"Traverse County, Minnesota",05000US27155,1604.0,137.0,1467.0
"Travis County, Texas",05000US48453,399679.0,35477.0,364202.0
"Treasure County, Montana",05000US30103,314.0,18.0,296.0
"Trego County, Kansas",05000US20195,1220.0,35.0,1185.0
"Trempealeau County, Wisconsin",05000US55121,11513.0,922.0,10591.0
"Treutlen County, Georgia",05000US13283,2500.0,605.0,1895.0
"Trigg County, Kentucky",05000US21221,6149.0,796.0,5353.0
"Trimble County, Kentucky",05000US21223,3420.0,448.0,2972.0
"Trinity County, California",05000US06105,5731.0,499.0,5232.0
"Trinity County, Texas",05000US48455,4893.0,402.0,4491.0
"Tripp County, South Dakota",05000US46123,2482.0,399.0,2083.0
"Troup County, Georgia",05000US13285,24233.0,3930.0,20303.0
"Trousdale County, Tennessee",05000US47169,2805.0,594.0,2211.0
"Trujillo Alto Municipio, Puerto Rico",05000US72139,25186.0,5647.0,19539.0
