address,category,city,description,employees,id,lat,lng,mass_tech_member,name,slug,state,zipcode
33 Arch St Suite 3201,Drug Development,Boston,,0,599,None,None,True,Scifluor Life Sciences Llc,scifluor-life-sciences-llc,MA,02110
8845 S. Greenview Drive #4,Research Products & Instrumentation,Middleton,,0,600,None,None,False,"Scilog, Inc.",scilog-inc,WI,053562
100 TradeCenter Suite G700,Contract Research & Manufacturing,Woburn,,0,601,None,None,True,Scivax Usa Inc,scivax-usa-inc,MA,01801
32 W Hamden Rd PO Box 8217,Drug Development,Cranston,,0,1539,None,None,False,Scot-Tussin Pharmacal Co Inc,scot-tussin-pharmacal-co-inc,RI,02920
50 Fresh Meadow Rd,Medical Device,W Haven,,45,1540,None,None,False,Seaboard Metal Finishing Co Inc,seaboard-metal-finishing-co-inc,CT,06516
15 Woodworkers Way,Medical Device,Seabrook,,0,1541,None,None,False,Seabrook International Llc,seabrook-international-llc,NH,03874
195 New Hampshire Ave Suite 140,BioInformatics,Portsmouth,,25,1542,None,None,False,Seacoast Laboratory Data Systems Inc,seacoast-laboratory-data-systems-inc,NH,03801
16 Esquire Rd,Research Products & Instrumentation,Billerica,,150,1543,None,None,True,Seahorse Bioscience,seahorse-bioscience,MA,01810
,Research Products & Instrumentation,,,0,602,None,None,False,Seahorse Bioscience Inc. ,seahorse-bioscience-inc,,
840 Memorial Dr 5th Floor,Drug Development,Cambridge,,32,603,None,None,True,Seaside Therapeutics Inc,seaside-therapeutics-inc,MA,02139
159 Memorial Dr #C,Research Products & Instrumentation,Shrewsbury,,0,1544,None,None,False,Seatech Bioproducts Corp,seatech-bioproducts-corp,MA,01545
281 Summer St 5th fl,Contract Research & Manufacturing,Boston,,3,1545,None,None,True,Seeding Labs,seeding-labs,MA,02210
480 Arsenal St,Drug Development,Watertown,,0,604,None,None,True,Selecta Biosciences Inc,selecta-biosciences-inc,MA,02472
607 Boylston St LL,Drug Development,Boston,,20,1546,None,None,False,Selectx Pharmaceuticals Inc,selectx-pharmaceuticals-inc,MA,02116
One Alewife Center,Drug Development,Cambridge,,31,605,None,None,True,Selventa,selventa,MA,02140
Suite #43 3 Concord Ave,Agricultural/Industrial Biotechnology,Cambridge,,1,1547,None,None,False,Sembiosys Genetics Inc,sembiosys-genetics-inc,MA,02138
276 E Allen St,Research Products & Instrumentation,Winooski,,11,1548,None,None,False,Semiprobe Inc,semiprobe-inc,VT,05404
One Kendall Sq Building 1400W 1st floor,Medical Device,Cambridge,,32,1549,None,None,True,Semprus Biosciences Corp,semprus-biosciences-corp,MA,02139
One Kendall Square Building 1400 1st Floor,Medical Device,Cambridge,Semprus is developing the first implantable and permanently antimicrobial coating targeting the medical device market.,0,606,None,None,False,Semprus Biosciences Corporation,semprus-biosciences-corporation,MA,02139
800 W Cummings Park Suite 1500,Contract Research & Manufacturing,Woburn,,0,1550,None,None,False,Senopsys Llc,senopsys-llc,MA,01801
181 Ballardvale St,Medical Device,Wilmington,,0,1551,None,None,False,Sensable Technologies Inc,sensable-technologies-inc,MA,01887
"800 Cummings Center, Ste. 258X",Research Products & Instrumentation,Beverly,"Sensitech is the leading provider of cold chain visibility solutions that enable our customers, global leaders in the pharmaceutical and biotech markets to track and monitor assets across the supply chain, protecting the quality and integrity of their temperature-sensitive products.    We address our customers’ most complex problems regarding the storage, handling, and distribution of temperature-sensitive products.  We deliver powerful insights that drive measurable process improvement, cost savings, as well as, regulatory compliance, documentation and ultimately product quality and patient safety.    Sensitech is a business unit of Carrier Corp., the world’s largest provider of heating, air conditioning and refrigeration solutions with operations in 172 countries.  Sensitech is headquartered in Beverly, Massachusetts, with offices around the world.  ",0,607,None,None,False,Sensitech Inc.,sensitech-inc,Massachusetts,01915
132 Turnpike Rd Suite 130,Medical Device,Southborough,,0,1552,None,None,False,Senticare Inc,senticare-inc,MA,01772
196 Boston Ave Ste 2200,Drug Development,Medford,,0,608,None,None,False,"Sentien Biotechnologies, Inc.",sentien-biotechnologies-inc,MA,02155
37 Birch St,Research Products & Instrumentation,Milford,,250,609,None,None,True,Seracare Life Sciences Inc,seracare-life-sciences-inc,MA,01757
,BioInformatics,Cambridge,,0,1553,None,None,False,Seven Bridges Genomics,seven-bridges-genomics,MA,02142
286 Cardinal Medeiros Ave,Human Diagnostic Development,Cambridge,,15,610,None,None,True,Seventh Sense Biosystems Inc,seventh-sense-biosystems-inc,MA,02141
,Research Products & Instrumentation,,,0,611,None,None,False,Sharp Edge Labs,sharp-edge-labs,,
700 Congress St,Medical Device,Quincy,,25,1554,None,None,False,Shields Health Care Group,shields-health-care-group,MA,02169
25 Printworks Dr,Medical Device,Adams,,47,1555,None,None,False,Shine Wire Products Inc,shine-wire-products-inc,MA,01220
17A Sterling Rd,Medical Device,N Billerica,,3,1556,None,None,False,Shinemound Enterprise Inc,shinemound-enterprise-inc,MA,01862
300 Patriot Way,Drug Development,Lexington,,1500,1557,None,None,True,Shire Human Genetic Therapies (Hgt),shire-human-genetic-therapies-hgt,MA,02421
300 Shire Way,Drug Development,Lexington,"Shire is a global specialty pharmaceutical company with a strategic focus on  meeting the needs of the specialist physician and currently focuses on  developing projects and marketing products in the areas of central nervous  system (CNS), gastrointestinal (GI), renal diseases, and enzyme replacement  therapies.      Shire's global headquarters are located in Basingstoke, UK, and our North  American headquarters are located in suburban Philadelphia, PA (Wayne).  Shire has significant operations in Cambridge, Massachusetts and Owings  Mills, MD, as well as in the world&sbquo;s key pharmaceutical markets (US, canada,  UK, France, Italy, Spain and Germany), in addition to a specialist drug  delivery unit in the US.",0,612,None,None,False,Shire Pharmaceuticals,shire-pharmaceuticals,MA,02421
115A Commerce Dr,Drug Development,Brookfield,,5,1558,None,None,False,Sibtech Inc,sibtech-inc,CT,06804
2 Edgewater Drive,Unknown,Norwood,,0,613,None,None,False,Siemens Healthcare Diagnostics Inc.,siemens-healthcare-diagnostics-inc,MA,02062
PO Box 4064,Drug Development,Shrewsbury,,1,1559,None,None,False,Signablok Inc,signablok-inc,MA,01545
,Medical Device,,,0,1560,None,None,False,Simplicity Orthopedics Inc,simplicity-orthopedics-inc,MA,
100 Cummings Center Suite 231C,Research Products & Instrumentation,Beverly,"Sirius Analytical offers both instrumentation and CRO services for measurement of pKa, logP/logD, Solubility and Dissolution including detailed customized studies of Solubility, Supersaturation and Dissolution with real-time pH control in formulation excipients and biorelevant media.    Our unique solutions for automated supersaturation measurement reveal new insights about the pH-dependent supersaturation a compound can exhibit and how supersaturation may be enhanced or suppressed via the use of formulation additives and excipients. Our expertise in automation and miniaturization means this data can be obtained at early stages of pre-formulation and development, improving efficiency and allowing informed decisions to be made earlier in the drug development process.    Our SiriusT3 instrument offers automated physchem measurements using sub-mg quantities of material on a single integrated hardware platform.     Our Analytical Service provides a reliable and cost effective source for outsourcing PhysChem measurements and includes all of our formulation testing capabilities.  ",0,614,None,None,False,Sirius Analytical Inc.,sirius-analytical-inc,MA,01915
200 Technology Square Third Floor,Drug Development,Cambridge,"Sirtris Pharmaceuticals&trade; (NASDAQ: SIRT) is a biopharmaceutical company focused on discovering and developing proprietary, orally available, small molecule drugs with the potential to treat diseases associated with aging, including metabolic diseases such as Type 2 Diabetes. Our drug candidates are designed to mimic certain beneficial health effects of calorie restriction, without requiring a change in eating habits, by activation of sirtuins, a recently discovered class of enzymes that control the aging process. The company's headquarters are in Cambridge, Massachusetts.",0,615,None,None,False,Sirtris Pharmaceuticals,sirtris-pharmaceuticals,MA,02139
200 Technology Sq,Drug Development,Cambridge,,0,1561,None,None,True,Sirtris Pharmaceuticals Inc,sirtris-pharmaceuticals-inc,MA,02139
28 State St Suite 2300,Contract Research & Manufacturing,Boston,,1,616,None,None,True,Sistemic Ltd,sistemic-ltd,MA,02109
25 Leach Ln,BioInformatics,Natick,,1,1562,None,None,False,Siteavail Inc,siteavail-inc,MA,01760
165 Pleasant St #102,Medical Device,Cambridge,,2,1563,None,None,False,Skelscan Inc,skelscan-inc,MA,02139
"One Broadway, 14th Floor",Contract Research & Manufacturing,Cambridge,"SkyePharma PLC    SkyePharma PLC uses its proprietary drug delivery technologies to develop new formulations of known molecules to provide a clinical advantage and life-cycle extension. Combining this capability to formulate and manufacture drugs, both for clinical studies and post-marketing, with our established pre-clinical, clinical and regulatory expertise, we identify and develop new therapeutics for both ourselves and our partners. We have an excellent track record in product development with twelve products approved in markets worldwide. We have fully integrated drug development capabilities with our major R&D/clinical/regulatory site in Basel (Switzerland) an FDA-approved commercial manufacturing site in Lyon (France); head office in London (UK) and our new business development office in Cambridge, MA.  Our oral drug delivery technologies include Geomatrix, Geoclock and Insoluble Drug Delivery.  Our inhaled drug delivery technologies include dry powder and non-CFC propelled technologies, as well as an FDA-approved multi-dose dry powder inhaler (MDI), the SkyeHaler.  www.skyepharma.com.    ",0,617,None,None,False,Skyepharma Us Inc.,skyepharma-us-inc,MA,02142
5 Merrill Industrial Dr,Medical Device,Hampton,,0,1564,None,None,False,Sleepnet Corp,sleepnet-corp,NH,03842
P O Box 269,Medical Device,Marlborough,,3,1565,None,None,False,Smart Animal Inc,smart-animal-inc,MA,01752
66 Fort Point St,Medical Device,Norwalk,,0,1566,None,None,False,Smart Health And Fitness Llc,smart-health-and-fitness-llc,CT,06855
"100 Cummings Center, 419E",Drug Development,Beverly,"SmartCells, Inc. is developing SmartInsulin&trade;, the first glucose-regulated, subcutaneously injectable insulin formulation for treating Type 1 and Type 2 diabetes.  It is intended as a drop-in replacement for the injectable insulins currently used by diabetics and addresses their most important challenge - achieving tight blood glucose control without the danger of hypoglycemia.      SmartInsulin is a gel that dissolves from the surface inward, releasing insulin only when the surrounding glucose concentration exceeds a specific level.  Once the concentration has been reduced below that level, dissolution ceases and the gel is ready for the next glucose challenge.      SmartInsulin proof-of-concept studies in hundreds of diabetic rats have demonstrated up to seven days of glucose control and no hypoglycemia with a single subcutaneous injection.  Pilot safety and efficacy studies have been completed in pigs and cats.      SmartCells has funded operations with $4.8M in NIH/DoD grants and $3.6M in private investment.",0,618,None,None,False,"Smartcells, Inc.",smartcells-inc,MA,01915
30 Patriots Cir,Medical Device,Leominster,,56,1567,None,None,False,Smc Ltd,smc-ltd,MA,01453
150 Minuteman Rd,Medical Device,Andover,,1000,1568,None,None,False,Smith & Nephew Inc,smith-nephew-inc,MA,01810
790 Main Street,Contract Research & Manufacturing,Wareham,"Smithers Viscient, formerly Smithers Springborn, is a global Contract Research Organization (CRO) for the crop protection, pharmaceutical, industrial chemical, and consumer household industries. With laboratories in North America and Europe, and additional offices in Asia, Smithers Viscient has performed standard guideline and higher-tiered environmental studies for over 40 years. Our studies satisfy all major regulatory requirements. Services include ecotoxicology, avian toxicology, environmental fate, metabolism, residue, analytical and product chemistry, consulting, and endocrine testing, including in vitro toxicology, in vivo toxicology, and in vivo ecotoxicology.    website: www.smithersviscient.com  **********************************************************************************  Smithers Pharma Services, provides formulation services, analytical chemistry, and pre-clinical and clinical bioanalytical testing, while offering further drug development support through in-house storage stability studies. Smithers Pharma serves the pharmaceutical, biotechnology, and consumer healthcare industries, delivering a broad portfolio of services to help clients move their drug products through the full drug development process, from pre-formulations to market registration.     website: www.smitherspharma.com    ",0,619,None,None,False,"Smithers Viscient, Smithers Pharma Services",smithers-viscient-smithers-pharma-services,MA,02571
600 Cordwainer Dr,Medical Device,Norwell,,50,1569,None,None,False,Smiths Medical Asd Inc,smiths-medical-asd-inc,MA,02061
142 Temple St Suite 206,Medical Device,New Haven,,0,1570,None,None,False,Soft Tissue Regeneration Inc,soft-tissue-regeneration-inc,CT,06510
"c/o High Street Partners 31 St James Street, suite 440",Drug Development,Boston,"Solace Pharmaceuticals discovers and develops innovative treatments for pain in order to meet a growing medical need and create value.  Novel insights into pain biology, world-leading expertise in pre-clinical analgesic assessment, and extensive experience developing pain therapeutics represent Solace's unique position in pain research and development. Operating on this foundation, Solace employs a pioneering model of business management to advance its projects through pre-clinical and clinical development milestones. Solace's projects are supported by a strong and expanding intellectual property portfolio.     ",0,620,None,None,False,Solace Pharmaceuticals Inc.,solace-pharmaceuticals-inc,MA,02116
199 Riverneck Road,Drug Development,Chelmsford,"SolMap Pharmaceuticals is a drug discovery and design company  founded to develop novel and enhance existing small molecule drugs in a wide range of therapeutic areas.     Based in Cambridge, Massachusetts, Solmap developed from the ideas and technology originated at Boston University in Dr. Sandor Vajda's laboratory. Under the guidance of Solmap's Chief of Science Dr.Frank Guarnieri, the enhanced technology combines computational and experimental fragment-based methods to advance the discovery and design of small molecule therapeutics.    Using its proprietary platform and methods, SolMap has established three internal development programs in the areas of: cardiovascular hypertension, inhibition of drug-resistant bacterial pathogens, and chronic obstructive pulmonary disease (COPD). The company's strategy is to bring much needed therapeutics in these and other areas to patients, independently and in collaboration with biotech and pharmaceutical partners.    ",0,621,None,None,False,"Solmap Pharmaceuticals, Inc.",solmap-pharmaceuticals-inc,MA,01824
65 Sprague St West B,Medical Device,Boston,,14,1571,None,None,False,Solos Endoscopy,solos-endoscopy,MA,02136
230 Second Ave Suite 120,Medical Device,Waltham,,5,1572,None,None,False,Solx Inc,solx-inc,MA,02451
53 Church Hill Rd,Research Products & Instrumentation,Newtown,,65,1573,None,None,False,Sonics & Materials Inc,sonics-materials-inc,CT,06470
20 Pond Park Rd,Medical Device,Hingham,,0,1574,None,None,False,Sontek Medical Inc,sontek-medical-inc,MA,02043
14 Tech Cir,Medical Device,Natick,,10,1575,None,None,False,Soteira Inc,soteira-inc,MA,01760
72 Nickerson Rd,Medical Device,Ashland,,7,1576,None,None,False,Soundwave Research Laboratories Inc,soundwave-research-laboratories-inc,MA,01721
90 Sutton St Unit 4,Research Products & Instrumentation,N Andover,,7,1577,None,None,False,Spectral Evolution Inc,spectral-evolution-inc,MA,01845
401 Birmingham Blvd,Medical Device,Ansonia,,85,1578,None,None,False,Spectrum Plastics Group,spectrum-plastics-group,CT,06410
167 Worcester Street Suite 201,Drug Development,Wellesley Hills,"Spherics, Inc. is developing proprietary technologies to enable the oral administration of  injectable biopharmaceuticals and to improve the bioavailability of poorly absorbed small molecule drugs.  The company’s approach to drug delivery is based on the finding that bioadhesive polymers can increase drug particle residence time in the gastrointestinal tract, thereby facilitating the uptake of drug into the bloodstream.  Spherics’ technologies are based on the discoveries of Edith Mathiowitz, Ph.D., a Professor at Brown University and a recognized leader in polymer chemistry and drug delivery.  In vivo animal data supporting the use of bioadhesive microspheres was published in an article appearing in Nature (1997; 386:410-14).  In that publication Dr. Mathiowitz and her colleagues demonstrated increased absorption into the bloodstream of: an erratically absorbed, poorly soluble small molecule (dicumarol); a therapeutic protein (insulin); and plasmid DNA (as would be used in gene therapy).  Spherics is developing three complementary drug delivery platforms having broadly useful roles for delivery of both small molecules and biopharmaceuticals. These technology platforms include: 1.) bioadhesive, biocompatible and biodegradable polymers for oral drug delivery; 2.) phase inversion nanoencapsulation (PIN), a gentle encapsulation process that produces minute, drug-containing spheres of uniform size; and, 3.) bioadhesive, biocompatible coatings, capable of enhancing existing encapsulated and/or controlled release drug delivery products.  Currently, the company is conducting research under an agreement with Serono International, SA, to develop oral formulations of a Serono-marketed therapeutic agent.  ",0,622,None,None,False,"Spherics, Inc.",spherics-inc,MA,02481
3 Enterprise Dr Suite 210,Medical Device,Shelton,,0,1579,None,None,False,Spine Wave Inc,spine-wave-inc,CT,06484
500 Cummings Center Suite 3500,Medical Device,Beverly,,0,623,None,None,False,Spinefrontier Inc,spinefrontier-inc,MA,01915
22 Shaker Rd PO Box 680,Medical Device,Gray,,20,1580,None,None,False,Spirometrics Medical Equipment Co,spirometrics-medical-equipment-co,ME,04039
8 Cedar St #61,Medical Device,Woburn,,3,1581,None,None,False,Splash Shield,splash-shield,MA,01801
113 Cedar Street Suite S-7,Drug Development,Milford,"Spring Bank Pharmaceuticals (“SBP”) is an Investigational New Drug (IND)-stage, drug discovery company. Based on its proprietary platform technology, SBP is developing a pipeline of products representing a “new class of pharmaceuticals” it calls small molecule nucleic acid hybrids (“SMNH”), which have a wide range of applications and multi-billion dollar market potential. These rationally designed molecules combine target selectivity and specificity advantages made possible by recent advances in genetic engineering, with the drug-like properties of classical pharmaceuticals, including oral delivery, good pharmacokinetics, low side effects and ease of manufacture. SBP’s most advanced product is SB 9200, a potential breakthrough drug for Hepatitis C and Hepatitis B that works in a unique way by activating the internal viral immune system of infected cells.  SBP is planning to begin Phase I human trials in 2012.  In addition SBP is currently using its platform SMNH technology to develop drugs for other viral infections such as RSV and Influenza, COPD and cancer.  Since its founding in 2002, SBP has built its technology platform and product pipeline using a capital-efficient, semi-virtual business model, supported by $12M of non-dilutive National Institutes of Health (“NIH”) grants.  ",0,624,None,None,False,"Spring Bank Pharmaceuticals, Inc.",spring-bank-pharmaceuticals-inc,MA,01757
2235 Main St,Medical Device,Tewksbury,,13,1582,None,None,False,Spring Manufacturing Corp,spring-manufacturing-corp,MA,01876
8 St Mary's St,Medical Device,Boston,,14,625,None,None,True,Springleaf Therapeutics Inc,springleaf-therapeutics-inc,MA,02215
237 Worthen Rd East,Agricultural/Industrial Biotechnology,Lexington,,3,1583,None,None,False,Sps Alfachem,sps-alfachem,MA,02421
13215 C SE Mill Plain Suite 472,Drug Development,Vancouver,"SquiCor LLC™ (formerly Panacea Discovery) is an early stage drug discovery company with a lab located in Southbridge Ma. We are focused on the diagnosis, prevention, treatment and ultimate cure of cancer.  We have world-wide patents pending on a novel class of small molecules that target both precancerous (aged) and cancerous cells. The first is a single drug to treat cancer quickly and effectively with little to no side effects. The second is a noninvasive way to detect cancer just before it occurs. Our successful discovery and positive pre-clinical test results have moved us quickly into the IND application process with a request to “fast track” so that we can begin Phase I clinical trials.  ",0,626,None,None,False,Squicor Llc,squicor-llc,WA,098684
263 Winter St,Medical Device,Hanover,,85,1584,None,None,False,Src Medical Inc,src-medical-inc,MA,02339
76 Treble Cove Rd Bldg 2,Medical Device,Billerica,,15,1585,None,None,False,Srs Medical Systems Inc,srs-medical-systems-inc,MA,01862
14 Robbins Road,Contract Research & Manufacturing,Lexington,"Stage One Biotech, LLC is a Boston area consulting company helping emerging biotech firms to design and execute early phase trials of novel biologic, pharmaceutical, and medical device therapies.  Our agile business model supports clients with an urgent need to structure and mobilize their clinical study in a quick, cost-effective, and quality fashion.  Our service is flexible and individually structured to meet our client’s specific clinical development and business requirements.     We provide practical solutions grounded in 20 years of global industry experience in managing over 130 challenging trials inclusive of biologic agents, therapeutic vaccines, and implantable drug-devices.  As needed, we deploy and manage colleague consultants with essential skills to ensure we stage and deliver the project on target.      Contact us at the numbers on our Web site, www.stageonebiotech.com, to discuss how our operational know-how and responsiveness can transform your scientific and business needs into the results you seek.      ",0,627,None,None,False,Stage One Biotech,stage-one-biotech,MA,02421
600 Cordwainer Drive,Drug Development,Norwell,"A major player in its field, Stallergenes has set itself the goal of working alongside health professionals to improve the management of severe respiratory allergy and ensure a long-term improvement in patients’ quality of life.  The key to Stallergenes’ know-how – in terms of product development, raw material quality or the extraction and production process – lies in its knowledge of allergens. Drawing on this expertise, the biopharmaceutical company works constantly to improve its research & development activities, making Stallergenes a world leader in sublingual immunotherapy.  ",0,628,None,None,False,"Stallergenes, Inc.",stallergenes-inc,MA,02061
43  Broad  St,Medical Device,Hudson,,26,1586,None,None,False,Static Solutions Inc,static-solutions-inc,MA,01749
PO Box 491,Medical Device,Andover,,2,1587,None,None,False,Statvideo Llc,statvideo-llc,MA,01810
75 Mill St,Medical Device,Stoughton,,180,1588,None,None,False,Std Med Inc,std-med-inc,MA,02072
115 W Main St,Medical Device,Millbury,,35,1589,None,None,False,Steelcraft Inc,steelcraft-inc,MA,01527
33 Locke Drive,Drug Development,Marlboro,Stem Cell &amp; Regenerative Medicine International is a biotechnology company focused on research in blood cell generation and IPS Cell technology for the purpose of bringing effective therapies to the bedside.,0,629,None,None,False,Stem Cell & Regenerative Medicine International,stem-cell-regenerative-medicine-international,MA,01752
1 Kendall Sq Suite B6201,Research Products & Instrumentation,Cambridge,,30,630,None,None,False,Stemgent Inc,stemgent-inc,MA,02139
435 Whitney St,Research Products & Instrumentation,Northborough,,52,1590,None,None,False,Steris-Isomedix Services,steris-isomedix-services,MA,01532
58 Charles Street,Drug Development,Cambridge,,0,631,None,None,False,Strategic Science & Technologies,strategic-science-technologies,MA,02141
313 Littleton Rd Suite 14,Medical Device,Chelmsford,,3,1591,None,None,False,Stream Product Development Inc,stream-product-development-inc,MA,01824
7 Mulliken Way,Research Products & Instrumentation,Newburyport,,42,1592,None,None,False,Strem Chemicals Inc,strem-chemicals-inc,MA,01950
126 Prospect St,Medical Device,Norwell,,0,1593,None,None,False,Strohl Medical Technologies Inc,strohl-medical-technologies-inc,MA,02061
431 Pine St Suite 214,Medical Device,S Burlington,,0,1594,None,None,False,Stromatec Inc,stromatec-inc,VT,05403
"One Canal Park, Suite 1120",Drug Development,Cambridge,"Stromedix is a clinical-stage company focused on developing novel therapies for fibrotic diseases. Our lead program, STX-100, has begun Phase 2 testing in patients with idiopathic pulmonary fibrosis.    The company is based in Cambridge, Massachusetts.",0,632,None,None,False,Stromedix,stromedix,MA,02141
"One Broadway, 14th Floor",Medical Device,Cambridge,,285,1595,None,None,False,Stryker Biotech,stryker-biotech,MA,02142
35 South Street,Medical Device,Hopkinton,"<b>Our Mission:<b><p>    <p>  To become the recognized global leader in bone and cartilage regenerative medicine by providing healthcare professionals transforming therapeutics to improve the lives of their patients.<p>   <p>  Stryker Biotech develops orthobiologic products for bone repair. The company's products include Osteogenic Protein 1 (OP-1), a naturally occurring human protein used in bone repair and regeneration. Stryker Biotech is based in Hopkinton, Massachusetts.",0,633,None,None,False,Stryker Regenerative Medicine,stryker-regenerative-medicine,MA,01748
84 Waterford Dr,Drug Development,Marlborough,,699,634,None,None,True,Sunovion Pharmaceuticals Inc,sunovion-pharmaceuticals-inc,MA,01752
5 Dartmouth Dr,Medical Device,Auburn,,30,1596,None,None,False,Sunrise Labs Inc,sunrise-labs-inc,NH,03032
5 Fortune Dr,Medical Device,Billerica,,0,1597,None,None,False,Superconducting Systems Inc,superconducting-systems-inc,MA,01821
50 Soldiers Field Place,Drug Development,Brighton,"Surface Logix, using its expertise in biophysical chemistry, creates and develops small molecule drugs that are optimized to meet the challenges of human physiology.  Surface Logix is working to build a deep pipeline of drug products primarily focused on cardiovascular, metabolic, inflammatory and fibrotic diseases. All of our drug candidates were discovered and developed internally, using our proprietary chemistry platform - the Pharmacomer Technology Platform.",0,635,None,None,False,"Surface Logix, Inc.",surface-logix-inc,MA,02135
399 Concord St,Medical Device,Carlisle,,0,1598,None,None,False,Surface Solutions Labs Inc,surface-solutions-labs-inc,MA,01741
27 Siemon Company Dr Suite 104W,Medical Device,Watertown,,0,1599,None,None,False,Surgimed Solutions Llc,surgimed-solutions-llc,CT,06795
51 Middlesex St,Medical Device,N Chelmsford,,6,1600,None,None,False,Suturtek Inc,suturtek-inc,MA,01863
25 Eastmount Road,Drug Development,Medfield,,1,1601,None,None,False,Symbollon Pharmaceuticals Inc,symbollon-pharmaceuticals-inc,MA,02052
61 John Vertente Blvd,Medical Device,New Bedford,,0,1602,None,None,False,Symmetry Medical Inc,symmetry-medical-inc,MA,02745
"128 Spring St., Suite 520",Drug Development,Lexington,,0,1603,None,None,True,Synageva Biopharma,synageva-biopharma,MA,02421
"128 Spring St., Suite 520",Drug Development,Lexington,"Synageva is a clinical stage biopharmaceutical company focused on the discovery, development, and commercialization of therapeutic products for patients with life-threatening rare diseases and unmet medical need. Synageva has several protein therapeutics in its pipeline, including two enzyme replacement therapies for lysosomal storage disorders and two additional programs for other life-threatening genetic conditions for which there are currently no approved treatments. The company has assembled a team with a proven record of bringing orphan therapies to patients. ",0,636,None,None,False,Synageva Biopharma Corp.,synageva-biopharma-corp,MA,02421
153 Cordaville Road Suite 120,Human Diagnostic Development,Southborough,,10,1604,None,None,True,Synapdx Corp,synapdx-corp,MA,01772
153 Cordaville Road Suite 120,Human Diagnostic Development,Southborough,"SynapDx is developing and commercializing blood-based diagnostic tests that will enable earlier detection of autism spectrum disorders (ASDs).  The CDC currently estimates that 1 out of 110 children are affected by ASDs.  ASDs are characterized by impairment in language development and socialization as well as restricted and repetitive behaviors.  SynapDx was founded by Stanley Lapidus, an experienced life-sciences entrepreneur and inventor with 31 issued patents.  Mr. Lapidus founded and led Cytyc Corp., EXACT Sciences Corp., and Helicos BioSciences Corp.  Mr. Lapidus' co-founders of SynapDx include Jeffrey Luber and Patrick Anquetil.  SynapDx is financed by Bain Capital Ventures, General Catalyst Partners, and North Bridge Venture Partners.",0,637,None,None,False,Synapdx Corporation,synapdx-corporation,MA,01772
,Drug Development,Farmington,,0,1605,None,None,False,Synbody Biotechnology Inc,synbody-biotechnology-inc,CT,
460 Totten Pond Rd Suite 650,Drug Development,Waltham,,0,638,None,None,True,Syndax Pharmaceuticals Inc,syndax-pharmaceuticals-inc,MA,02451
"One Broadway, 14th Floor",Drug Development,Cambridge,,0,639,None,None,True,Syndevrx Inc,syndevrx-inc,MA,02142
480 Arsenal Street Building #1,Drug Development,Watertown,"Syndexa is dedicated to the discovery and development of a new generation of drugs targeted to novel biological mechanisms for the treatment and prevention of metabolic diseases including obesity, type 2 diabetes and cardiovascular disease. The principal scientific and product platforms of Syndexa target the biological interface between inflammatory and metabolic pathways. Syndexa's approach will create novel drugs that address the underlying causal events of disease providing superior drugs compared to current treatments available to patients. Syndexa drugs are positioned to be first-in-class compounds targeting novel disease mechanisms at the interface of inflammatory and metabolic pathways.",0,640,None,None,False,Syndexa Pharmaceuticals,syndexa-pharmaceuticals,MA,02472
480 Arsenal St,Drug Development,Watertown,,12,1606,None,None,True,Syndexa Pharmaceuticals Corp,syndexa-pharmaceuticals-corp,MA,02459
790 Main Street,Contract Research & Manufacturing,Wareham,,0,641,None,None,False,Synomics Pharmaceutical Services,synomics-pharmaceutical-services,MA,002571-1037
77 Massachusetts Ave,Medical Device,Cambridge,,0,1607,None,None,False,Synsonix Llc,synsonix-llc,MA,02138
45 Hartwell Ave,Drug Development,Lexington,,120,642,None,None,True,Synta Pharmaceuticals Corp,synta-pharmaceuticals-corp,MA,02421
9 Fourth Avenue,Drug Development,Waltham,"Syntonix Pharmaceuticals, Inc., an early stage company, is focused on the discovery, development and eventual commercialization of biopharmaceutical therapeutics and vaccines for human disease.  The company’s proprietary technology centers around the delivery of proteins, peptides or small molecules across the mucosal barrier either orally or through inhalation.",0,643,None,None,False,"Syntonix Pharmaceuticals, Inc.",syntonix-pharmaceuticals-inc,MA,02451
333 Franklin St,Research Products & Instrumentation,Duxbury,,1,1608,None,None,False,Synvivo Corp,synvivo-corp,MA,02332
946 Great Plain Ave #125,BioInformatics,Needham,,12,1609,None,None,False,Systems Analytics Inc,systems-analytics-inc,MA,02492
101 Hartwell Ave,Human Diagnostic Development,Lexington,,0,644,None,None,True,T2 Biosystems Inc,t2-biosystems-inc,MA,02421
One Takeda Parkway,Drug Development,Deerfield,,0,645,None,None,False,Takeda,takeda,IL,060015
239 South Street,Drug Development,Hopkinton,,0,646,None,None,False,Talaris Advisors L.L.C.,talaris-advisors-llc,MA,01748
