category,name,address,city,state,zipcode,location,employees,id,mass_tech_member,slug,description
Research Products & Instrumentation,Promega Corporation,,,,,", , ",0,551,FALSE,promega-corporation,
Medical Device,"Prometheus Group, The",One Washington St Suite 303,Dover,NH,3820,"One Washington St Suite 303, Dover, NH3820",10,1480,FALSE,prometheus-group-the,
Contract Research & Manufacturing,"Prometrika, Llc",725 Concord Avenue,Cambridge,MA,2138,"725 Concord Avenue, Cambridge, MA2138",0,552,FALSE,prometrika-llc,"PROMETRIKA, LLC is a full-service contract research organization serving the pharmaceutical and biotechnology industries in the areas of clinical trial management, data management, biostatistics, medical writing, and regulatory submissions. PROMETRIKA was formed by key members of the drug development division at a mid-sized international pharmaceutical company that had ceased its US research operations in early 2003.  As former pharmaceutical company staff members, we understand the keys to successful sponsor-CRO collaborations and have a particular appreciation for the needs and expectations of our clients.  Our mission is to help our clients achieve their goals of efficient and successful drug development by providing innovative perspectives on the design and management of their clinical trials and by delivering high quality databases, study reports and final dossiers for regulatory submission. When you work with PROMETRIKA, you have the assurance that your projects will be handled by seasoned professionals committed to the quality of their work and the success of your project."
Medical Device,Promold Plastics,91 Main St,Portland,CT,6480,"91 Main St, Portland, CT6480",0,1481,FALSE,promold-plastics,
Research Products & Instrumentation,"Protein Forest, Inc.",128 Spring Street Suite 520,Lexington,MA,002421-7800,"128 Spring Street Suite 520, Lexington, MA002421-7800",0,553,FALSE,protein-forest-inc,"Protein Forest, Inc. develops, manufactures and markets next generation proteome analysis products based upon its patented digital ProteomeChip(TM)(dPc) technology.  The digital ProteomeChip(TM) is a two dimensional protein analysis tool that can resolve and image the entire human proteome in just minutes instead of days.  The technology is compatible with standard analytical techniques such as mass spectrometry enabling applications in drug discovery, protein analysis, pharmacoproteomics and proteome diagnostics.  The company is developing disposable protein separation chips, bench top semi-automated and automated instrument systems and data analysis software for sale and distribution throughout the global industrial and academic marketplaces."
Drug Development,Protein Sciences Corp,1000 Research Pkwy,Meriden,CT,6450,"1000 Research Pkwy, Meriden, CT6450",37,1482,FALSE,protein-sciences-corp,
Drug Development,"Proteome Systems, Inc.","6 Gill Street, Suite H",Woburn,MA,1801,"6 Gill Street, Suite H, Woburn, MA1801",0,554,FALSE,proteome-systems-inc,"Proteome Systems is a leading proteomics discovery and development company with headquarters in Sydney, Australia. The company is an innovator in the development of high-throughput proteomic platforms. Proteome Systems, with employees in Sydney and Boston, is one of a small group of companies globally with the capacity to conduct large-scale proteomics."
Drug Development,"Proteon Therapeutics, Inc.",200 West Street,Waltham,MA,2451,"200 West Street, Waltham, MA2451",0,555,FALSE,proteon-therapeutics-inc,"Proteon Therapeutics, Inc., is a privately held biotechnology company developing novel, first-in-class pharmaceuticals to address the critical, rapidly expanding medical needs of patients with renal and vascular diseases.  The company is leveraging a unique understanding of tissue remodeling to develop a pipeline of proprietary therapeutics.  Proteon Therapeutics' first drug candidate (PRT-201) improves blood flow during vascular surgery procedures by providing rapid, permanent, and localized vasodilation."
Drug Development,Proteostasis Therapeutics Inc,200 Technology Sq Suite 402,Cambridge,MA,2139,"200 Technology Sq Suite 402, Cambridge, MA2139",40,556,TRUE,proteostasis-therapeutics-inc,
Drug Development,Prothelia Inc,30 Haven St,Milford,MA,1757,"30 Haven St, Milford, MA1757",0,1483,FALSE,prothelia-inc,
Drug Development,Prothera Biologics Llc,551 Warren Ave,E Providence,RI,2914,"551 Warren Ave, E Providence, RI2914",0,1484,FALSE,prothera-biologics-llc,
Medical Device,Protopeutics Inc,38 Mulberry St,Leeds,MA,1053,"38 Mulberry St, Leeds, MA1053",1,1485,FALSE,protopeutics-inc,
Drug Development,Provasculon Inc,161 First St Suite 1A,Cambridge,MA,2142,"161 First St Suite 1A, Cambridge, MA2142",5,557,TRUE,provasculon-inc,
Medical Device,Proven Process Medical Devices Inc,110 Forbes Blvd,Mansfield,MA,2048,"110 Forbes Blvd, Mansfield, MA2048",100,1486,FALSE,proven-process-medical-devices-inc,
Drug Development,Provenance Biopharmaceuticals Corp,1 Garfield Cir,Burlington,MA,1803,"1 Garfield Cir, Burlington, MA1803",6,558,FALSE,provenance-biopharmaceuticals-corp,
Medical Device,Proxy Manufacturing Inc,55 Chase St,Methuen,MA,1844,"55 Chase St, Methuen, MA1844",35,1487,FALSE,proxy-manufacturing-inc,
Contract Research & Manufacturing,Psi,3 Greenbrier Rd.,Manchester,MA,1944,"3 Greenbrier Rd., Manchester, MA1944",0,559,FALSE,psi,"PSI is a global CRO distinguished by a strong presence and expertise in the fast-enrolling countries of Central/Eastern Europe and Latin America.  Fast patient enrollment and meeting enrollment timelines- which PSI does 98% of the time- is a key strength.  With 800+ staff operating in nearly 30 countries in Europe, North America, and Latin America, PSI conducts clinical drug development in all therapeutic areas and provides regulatory and logistical support for all of its clients’projects."
Medical Device,Psivida Corp,400 Pleasant St,Watertown,MA,2472,"400 Pleasant St, Watertown, MA2472",25,560,TRUE,psivida-corp,
Research Products & Instrumentation,Psychemedics Corp,125 Nagog Park,Acton,MA,1720,"125 Nagog Park, Acton, MA1720",88,1488,FALSE,psychemedics-corp,
Drug Development,Pulmatrix Inc,99 Hayden Ave Suite 390,Lexington,MA,2421,"99 Hayden Ave Suite 390, Lexington, MA2421",0,561,TRUE,pulmatrix-inc,
Drug Development,Purdue Pharma Lp,1 Stamford Forum 201 Tressor Blvd,Stamford,CT,6901,"1 Stamford Forum 201 Tressor Blvd, Stamford, CT6901",0,1489,FALSE,purdue-pharma-lp,
Medical Device,Putney Inc,400 Congress St Suite 200,Portland,ME,4101,"400 Congress St Suite 200, Portland, ME4101",13,1490,FALSE,putney-inc,
Contract Research & Manufacturing,Px'Therapeutics,"One Broadway, 14th Floor",Cambridge,MA,2142,"One Broadway, 14th Floor, Cambridge, MA2142",0,562,FALSE,pxtherapeutics,"Our company PX'Therapeutics (previously known as Protein' eXpert) actually provides recombinant protein engineering, process development and cGMP biomanufacturing services through several expression systems such as bacterial, yeast, mammalian. We particularly differentiate from other CMOs by our integrated way of working from early stage research to phases I &amp; II clinical production in very close collaboration with our clients and partners.       For your information, we have been extensively involved into the discovery, development and manufacturing of drug targets and therapeutic proteins during the past 8 years with over 500 projects performed. We have thus gained substantial experience in the production of challenging proteins and vaccines, and developed trusted relationships with now more than 130 pharmaceutical, biotech and academic partners (European &amp; American). For example, we are closely working with the R&amp;D teams of Merial, Sanofi-Pasteur, BioMerieux, Tibotec (J&amp;J), Galderma or Stallergenes. We are recognized in Europe for our protein development expertise (especially with difficult-to-express proteins), our ability to deal with &ldquo;tricky&rdquo; projects as well as to move them forward, and our quite competitive prices in terms of cGMP manufacturing. We are also working with US clients and we already released clinical batches approved by the FDA. We have recently opened a commercial office in Cambridge, Massachusetts."
Research Products & Instrumentation,"Qcb, Quality Control Biochemicals",3 Avenue D,Hopkinton,MA,1748,"3 Avenue D, Hopkinton, MA1748",0,563,FALSE,qcb-quality-control-biochemicals,"QCB, is a leading manufacturer of custom peptide and antibodies, a well as a leading supplier of bioactive peptides and epitope-specific antibodies.  QCB is one of the the largest producers of beta amyloid peptides in the world, and has a complete line of beta amyloid specific antibodies for Alzheimer’s Disease research.  QCB has also pioneered the production of phosphospecific antibodies for use in the direct detection of phosphorylated proteins as well as for high throughput screening and the development of nonradioactive kinase and phosphate assay systems.  QCB is capable of manufacturing peptides over 65 amino acids in length and at scales of up to 50 grams.  In addition, QCB scientists can help design epitope-specific antibodies as well as ELISAs or other specific assay systems."
Drug Development,Qteros,100 Campus Dr 6th Floor,Marlborough,MA,1752,"100 Campus Dr 6th Floor, Marlborough, MA1752",45,564,FALSE,qteros,
Medical Device,Quality Innovations Llc,14 Autumn St,Windham,NH,3087,"14 Autumn St, Windham, NH3087",1,1491,FALSE,quality-innovations-llc,
BioInformatics,Qualitymetric Inc,24 Albion Rd Bldg 400,Lincoln,RI,2865,"24 Albion Rd Bldg 400, Lincoln, RI2865",0,1492,FALSE,qualitymetric-inc,
Drug Development,Quanterix Corp,1 Kendall Sq Suite B14201,Cambridge,MA,2139,"1 Kendall Sq Suite B14201, Cambridge, MA2139",29,1493,TRUE,quanterix-corp,
Drug Development,Quanterix Corporation,One Kendall Square Suite B14201,Cambridge,MA,2139,"One Kendall Square Suite B14201, Cambridge, MA2139",0,565,FALSE,quanterix-corporation,"Quanterix Corporation is developing a novel platform for single    molecule and single cell analysis that will bring a new level of    sensitivity, precision, and robustness to life science research, drug    discovery, and diagnostics applications.  The company is backed by    leading life science investors including Arch Ventures, Bain Capital    Ventures, and Flagship Ventures."
Contract Research & Manufacturing,Quanticate,101 Main St Suite 1720,Cambridge,MA,2142,"101 Main St Suite 1720, Cambridge, MA2142",12,1494,TRUE,quanticate,
Contract Research & Manufacturing,Quanticate Inc.,101 Main Street,Cambridge,MA,2142,"101 Main Street, Cambridge, MA2142",0,566,FALSE,quanticate-inc,"Quanticate, with headquarters in Cambridge, MA and London, UK, is the largest global biometrics company with full service clinical trial capabilities. Trusted and respected throughout the industry, Quanticate delivers premium quality clinical trial services, consultancy, highly scalable on- and off-site data management, statistical programming and analysis, pharmacovigilance, and medical writing solutions. Dedicated staff recruitment services are provided through Quanticate People. With resources spanning three continents, Quanticate is renowned for its dedication to clients, world-class service and superior results. In working closely with biotech, pharmaceutical and medical device companies, Quanticate prides itself in being a seamless extension of its customers' internal teams offering the flexibility to adapt to any technology environment."
BioInformatics,Queralt Inc,250 State St,N Haven,CT,6473,"250 State St, N Haven, CT6473",7,1495,FALSE,queralt-inc,
Contract Research & Manufacturing,Quick-Med Technologies Inc,17 Pickman Dr,Bedford,MA,1730,"17 Pickman Dr, Bedford, MA1730",2,1496,FALSE,quick-med-technologies-inc,
Contract Research & Manufacturing,Quintiles Transnational Corp.,4709 Creekstone Drive,Durham,NC,27703,"4709 Creekstone Drive, Durham, NC27703",0,567,FALSE,quintiles-transnational-corp,"Quintiles is powering the next generation of healthcare by providing a broad range of professional services in drug development, financial partnering and commercialization for the biotechnology industry. With 20,000 employees in more than 50 countries, Quintiles brings an unbeatable combination of speed and precision, teamwork and team leadership, hands-on expertise and heartfelt dedication to biotechnology projects     Almost 70% of all Quintiles customers are emerging and medium-sized companies, and we have handled more than 5000 projects for some 450 biotech companies, with a select team of nearly 100 project managers dedicated exclusively to serve our biotech customers.     Yes, we have the expertise. And the resources. But we know you are also looking for people you can trust, people who think like you do and have the same drive to win. That’s your Quintiles biotech team.  . So talk to us. Ask us the tough questions. And then let’s figure out how to win together.  "
Drug Development,Ra Pharmaceuticals,One Kendall Sq Suite B14301,Cambridge,MA,2139,"One Kendall Sq Suite B14301, Cambridge, MA2139",16,568,TRUE,ra-pharmaceuticals,
BioInformatics,Radiant Sage Llc,464 Common St Suite 133,Belmont,MA,2478,"464 Common St Suite 133, Belmont, MA2478",0,1497,FALSE,radiant-sage-llc,
Medical Device,Radiation Monitoring Devices Inc,44 Hunt St,Watertown,MA,2472,"44 Hunt St, Watertown, MA2472",80,1498,FALSE,radiation-monitoring-devices-inc,
Drug Development,"Radikal Therapeutics, Inc.",8 Solviva Road,West Tisbury,MA,002575-1626,"8 Solviva Road, West Tisbury, MA002575-1626",0,569,FALSE,radikal-therapeutics-inc,"Radikal Therapeutics is a multi-national biotechnology firm focused on the discovery and development of transformative pharmaceuticals. With a deep pipeline of therapeutics created in-house, and a paradigm-disruptive discovery engine, we are positioned to remain at the forefront of drug discovery. Our team of chemists, biologists, immunologists, and drug development professionals has worked together for more than two decades and has built a reputation for leadership in basic science and drug development. The Company is developing best-in-class therapeutics in a range of clinical areas, including inflammation, ischemia, autoimmunity, prematurity, and cardiovascular disease. Our product platforms include small and large molecule pharmaceuticals that therapeutically restore free radical equilibrium, redirect aberrant signaling pathways in inflammation, manipulate mitochondrial cell death pathways, modulate DNA repair, restore microcirculatory perfusion, and induce immunotolerance. Via our subsidiary, Luria Scientific Industries, we also provide customized pharmaceutical R&D and consultancy services to the biotechnology and pharmaceutical community.   "
Drug Development,Radius Health Inc,201 Broadway 6th Floor,Cambridge,MA,2139,"201 Broadway 6th Floor, Cambridge, MA2139",11,1499,TRUE,radius-health-inc,
Medical Device,Radius Medical Technologies Inc,15 Craig Rd,Acton,MA,1720,"15 Craig Rd, Acton, MA1720",0,1500,FALSE,radius-medical-technologies-inc,
Medical Device,Radius Product Development,200 Union St,Clinton,MA,1510,"200 Union St, Clinton, MA1510",30,1501,FALSE,radius-product-development,
Research Products & Instrumentation,Raindance Technologies Inc,44 Hartwell Ave,Lexington,MA,2421,"44 Hartwell Ave, Lexington, MA2421",0,571,TRUE,raindance-technologies-inc,
Agricultural/Industrial Biotechnology,Ralph Brill Associates,Box 786,N Adams,MA,1247,"Box 786, N Adams, MA1247",7,1502,FALSE,ralph-brill-associates,
Drug Development,Rana,25 First Street  Suite 303,Cambridge,MA,2141,"25 First Street  Suite 303, Cambridge, MA2141",0,572,FALSE,rana,
Medical Device,Ranfac Corp,30 Doherty Ave,Avon,MA,2322,"30 Doherty Ave, Avon, MA2322",50,1503,FALSE,ranfac-corp,
Research Products & Instrumentation,Rapid Micro Biosystems,One Oak Park Dr,Bedford,MA,1730,"One Oak Park Dr, Bedford, MA1730",50,1504,TRUE,rapid-micro-biosystems,
Research Products & Instrumentation,"Rapid Micro Biosystems, Inc.",1 Oak Park Drive,Bedford,MA,1730,"1 Oak Park Drive, Bedford, MA1730",0,573,FALSE,rapid-micro-biosystems-inc,"Rapid Micro Biosystems provides innovative products for faster detection of microbial contamination in the manufacture of pharmaceutical, biotechnology, and personal care products.    The Company's Growth Direct(TM) System detects contamination earlier, delivering compelling economic benefits to manufacturers, while improving their quality process. The Growth Direct System is the first and only automated system that addresses all key microbial QC applications and fits with current regulatory practices, a critical accelerator for adoption. Automated analysis eliminates error-prone manual steps and saves labor; rapidly detecting contamination enables manufacturers to reduce inventory carrying costs, shorten manufacturing cycle time, and reduce product losses, delivering significant cost savings and increased operational efficiency.   "
Medical Device,Razel Scientific Instruments Inc,PO Box 111,St Albans,VT,5478,"PO Box 111, St Albans, VT5478",10,1505,FALSE,razel-scientific-instruments-inc,
Human Diagnostic Development,"Redpath Integrated Pathology, Inc.",2515 Liberty Avenue,Pittsburgh,PA,15222,"2515 Liberty Avenue, Pittsburgh, PA15222",0,574,FALSE,redpath-integrated-pathology-inc,"RedPath Integrated Pathology is committed to the early and definitive diagnosis of cancer.  We serve pathologists, clinicians and patients by resolving diagnostic dilemmas.  Diagnostic dilemmas occur in the context of incomplete information obtained from biopsy specimens using traditional pathology techniques and when cancers do not respond to treatments as predicted.       RedPath's scientists recognized early in the evolution of genetic sciences that genetic mutations always precede the onset of cancer.  Through study and experimentation they developed patented techniques to extract objective and quantitative genetic information from the most minute tissue biopsy, cytology and fluid specimens.  By integrating traditional pathology analysis with genetic mutational analysis they developed PathFinderTG®, a diagnostic platform that resolves diagnostic dilemmas.    Diagnostic dilemmas are increasing as advances in imaging and endoscopic sampling technologies capture smaller and smaller specimens for diagnostic testing.  PathFinderTG, however, produces accurate results from these specimens and allows RedPath to lead the way to early and definitive cancer diagnosis.     Without the clear, accurate and definitive molecular-based information that PathFinderTG provides, patients may cycle through second opinions, testing and retesting, and delayed treatment—even undergoing unnecessary or inappropriate treatment.  PathFinderTG provides physicians and patients with an accurate and objective diagnosis, offering strong support for the right treatment plan."
Medical Device,Reflectance Medical Inc,116 Flanders Rd Suite 1000,Westborough,MA,1581,"116 Flanders Rd Suite 1000, Westborough, MA1581",10,1506,FALSE,reflectance-medical-inc,
Drug Development,"Regenesance, Inc.","One Broadway, 14th Floor",Cambridge,MA,2142,"One Broadway, 14th Floor, Cambridge, MA2142",0,575,FALSE,regenesance-inc,"Regenesance is a spin-out of the Academic Medical Center (AMC) of the University of Amsterdam, the Netherlands with offices in Cambridge and Amsterdam.  We are a pre-clinical stage pharma focused on developing compounds to treat serious neurodegenerative diseases such as Multiple Sclerosis.  Our pipeline includes a new class of compounds that block the last step of the complement cascade: formation of the Membrane Attack Complex (MAC).  Our MAC inhibitor compounds significantly reduce disease symptoms in animal models of nerve degeneration.  "
Contract Research & Manufacturing,Regenocell Therapeutics Inc,2 Briar Lane,Natick,MA,1760,"2 Briar Lane, Natick, MA1760",1,1507,FALSE,regenocell-therapeutics-inc,
Contract Research & Manufacturing,Regis Technologies,8210 Austin Avenue,Morton Grove,IL,60053,"8210 Austin Avenue, Morton Grove, IL60053",0,576,FALSE,regis-technologies,"For almost 50 years, Regis Technologies, Inc. has served as a partner in the development, scale-up, and manufacture of complex, multi-step custom synthetic products for clients in the pharmaceutical, diagnostic, and biotech industries. Regis also has developed a number of innovative chromatography products, especially those with a chiral emphasis, through the utilization of our extensive organic expertise and our collegiate collaborations. Our strength lies in the development of a rugged chemical process and dealing with scale up issues.  Our chemists have a never-say-die attitude that has afforded our customers results - even when starting with a ten gram scale literature synthesis. We also carry a full line of chromatography products. We manufacture High Performance Liquid Chromatography (HPLC) columns for specialty separation areas and conventional use.  Specialty columns include: Chiral, RAM Direct Injection, and IAM Drug Discovery.  Regis also manufactures ultra pure derivatization reagents for GC and ion pair reagents & buffers for HPLC. Fro more information visit our website at www.registech.com  "
BioInformatics,Regulatory Science Inc,322 Warren St,Roxbury,MA,2119,"322 Warren St, Roxbury, MA2119",5,1508,FALSE,regulatory-science-inc,
Medical Device,Rehab Seating Systems Inc,8 Alton Pl Suite 3,Brookline,MA,2446,"8 Alton Pl Suite 3, Brookline, MA2446",4,1509,FALSE,rehab-seating-systems-inc,
Contract Research & Manufacturing,Remtec Inc,100 Morse St,Norwood,MA,2062,"100 Morse St, Norwood, MA2062",45,1510,FALSE,remtec-inc,
Medical Device,Renco Corp,5 Beaver Dam Rd P O Box 412,Manchester,MA,1944,"5 Beaver Dam Rd P O Box 412, Manchester, MA1944",6,1511,FALSE,renco-corp,
Drug Development,Repligen Corporation,"41 Seyon Street Building 1, Suite 100",Waltham,MA,2453,"41 Seyon Street Building 1, Suite 100, Waltham, MA2453",0,577,FALSE,repligen-corporation,"Repligen Corporation is a biopharmaceutical company focused on the development of novel therapeutics for diseases that affect the central nervous system.  In addition, we are the world's leading supplier of recombinant Protein A, the sales of which partially fund the advancement of our development pipeline while supporting our financial stability."
Drug Development,Replikins Ltd,38 The Fenway,Boston,MA,2215,"38 The Fenway, Boston, MA2215",0,1513,FALSE,replikins-ltd,
Human Diagnostic Development,Reprosource Inc,300 TradeCenter Suite 6540,Woburn,MA,1801,"300 TradeCenter Suite 6540, Woburn, MA1801",40,1514,FALSE,reprosource-inc,
Drug Development,Resolvyx Pharmaceuticals Inc,25 First St,Cambridge,MA,2141,"25 First St, Cambridge, MA2141",26,578,FALSE,resolvyx-pharmaceuticals-inc,
Medical Device,Resonance Research Inc,5 Fortune Dr,Billerica,MA,1821,"5 Fortune Dr, Billerica, MA1821",0,1515,FALSE,resonance-research-inc,
Medical Device,Resonetics Inc,4 Bud Way,Nashua,NH,3063,"4 Bud Way, Nashua, NH3063",125,1516,FALSE,resonetics-inc,
Medical Device,Respiratory Delivery Systems Inc,6 Courthouse La Suite 8,Chelmsford,MA,1824,"6 Courthouse La Suite 8, Chelmsford, MA1824",1,1517,FALSE,respiratory-delivery-systems-inc,
Medical Device,Respiratory Motion Inc,305 Second Ave,Waltham,MA,2451,"305 Second Ave, Waltham, MA2451",0,1518,FALSE,respiratory-motion-inc,
Contract Research & Manufacturing,Restech Plastic Molding,34 Tower St,Hudson,MA,1749,"34 Tower St, Hudson, MA1749",100,1519,FALSE,restech-plastic-molding,
Research Products & Instrumentation,Resurfx Llc,12220 Main Campus Dr.,Lexington,MA,2421,"12220 Main Campus Dr., Lexington, MA2421",0,1520,TRUE,resurfx-llc,
Drug Development,"Rhythm Pharmaceuticals, Inc.",855 Boylston Street 11th Floor,Boston,MA,2116,"855 Boylston Street 11th Floor, Boston, MA2116",0,580,FALSE,rhythm-pharmaceuticals-inc,"Rhythm is developing peptide therapeutics that address unmet needs in metabolic diseases: RM-493, a small-peptide melanocortin-4 receptor (MC4R) agonist, for the treatment of obesity and diabetes; and RM-131, a small-peptide ghrelin agonist, for the treatment of gastrointestinal functional disorders. The company is focusing on peptides for these targets because of their high specificity that enables selective targeting of complex metabolic pathways."
Medical Device,Rhythmia Medical Inc,111 S Bedford St Suite 205,Burlington,MA,1803,"111 S Bedford St Suite 205, Burlington, MA1803",0,1522,FALSE,rhythmia-medical-inc,
Drug Development,Rib-X Pharmaceuticals Inc,300 George St Suite 301,New Haven,CT,6511,"300 George St Suite 301, New Haven, CT6511",41,581,TRUE,rib-x-pharmaceuticals-inc,
Drug Development,"Ribonovix, Inc.",8 Farrar Road,Lincoln,MA,1743,"8 Farrar Road, Lincoln, MA1743",0,582,FALSE,ribonovix-inc,"RiboNovix, Inc., was founded in 2003 to discover and develop new anti-infectives that are less susceptible to antibiotic resistance, using a novel functional genomics platform technology.  A major risk to the continued effectiveness of new ant-infectives is the ability of microbes to develop resistance by mutation of the drug target.  The ribosome is a proven antibiotic target and ideal for the development of new anti-infectives.  RiboNovix proprietary genetic technology allows both the identification of new ribosomal drug targets and the anticipation of resistance mutations in these targets."
Contract Research & Manufacturing,"Ricerca Biosciences, Llc",7528 Auburn Road,Concord,OH,44077,"7528 Auburn Road, Concord, OH44077",0,583,FALSE,ricerca-biosciences-llc,"Ricerca is the only North American CRO that takes pharmaceutical and biotech companies straight through from IP to IND. Our state-of-the-art facility combined with over 300 scientists and support staff provides all of the discovery and development services required to bring target or drug candidates to complete IND submission. Ricerca&rsquo;s unique ability to seamlessly integrate chemistry and biology, along with report writing and regulatory services at one location, allows companies to achieve their preclinical destination&mdash;faster and without any detours."
Medical Device,Rigaku America,7A Raymond Ave Suite 4A,Salem,NH,3079,"7A Raymond Ave Suite 4A, Salem, NH3079",12,1523,FALSE,rigaku-america,
Contract Research & Manufacturing,Rilas Technologies,150-W New Boston Street,Woburn,MA,1801,"150-W New Boston Street, Woburn, MA1801",0,584,FALSE,rilas-technologies,
Medical Device,Robert Defelice & Associates,85 Constitution Ln Suite 200E,Danvers,MA,1923,"85 Constitution Ln Suite 200E, Danvers, MA1923",5,1524,FALSE,robert-defelice-associates,
Medical Device,Roush Life Sciences,8E Industrial Way Suite 1,Salem,NH,3079,"8E Industrial Way Suite 1, Salem, NH3079",0,1525,FALSE,roush-life-sciences,
Research Products & Instrumentation,Rowley Biochemical Institute Inc,10 Electronics Ave,Danvers,MA,1923,"10 Electronics Ave, Danvers, MA1923",14,1526,FALSE,rowley-biochemical-institute-inc,
Drug Development,Rxi Pharmaceuticals Corporation,60 Prescott Street,Worcester,MA,1605,"60 Prescott Street, Worcester, MA1605",0,585,FALSE,rxi-pharmaceuticals-corporation,"RXi Pharmaceuticals (Nasdaq: RXII) is a biopharmaceutical company developing novel treatments for human diseases using a technology called RNA interference (RNAi).  RXi is building a broad portfolio of potential therapeutic product candidates using its comprehensive RNAi platform that includes both RNAi compounds and delivery methods.  The company's research and development efforts are lead by an outstanding team with a strong track record of discovering new technologies and moving RNA based drugs into the clinic.  The company was founded by RNAi pioneers, including Craig Mello, Ph.D. who won the 2006 Nobel Laureate for his discovery and invention of RNAi therapeutics."
Medical Device,Rynel Inc,11 Twin Rivers Dr,Wiscasset,ME,4578,"11 Twin Rivers Dr, Wiscasset, ME4578",70,1528,FALSE,rynel-inc,
Unknown,S R One,,,,,", , ",0,586,FALSE,s-r-one,
Agricultural / Industrial Biotechnology,Safe Food Scientific,650 Albany Street Lab 129,Boston,MA,2118,"650 Albany Street Lab 129, Boston, MA2118",0,587,FALSE,safe-food-scientific,"Safe Food Scientific (SFS) is a Boston-based biotechnology firm that has developed a unique liquid biosensor to measure the levels of bacterial contamination in perishable foods.       Existing methods of testing the freshness of meats and poultry are antiquated and insufficient. Widely-used random sampling practices together with the traditional yet unregulated “sell-by” dating system make it easy for perishable foods to spoil unnoticed before they make it to the table, thus resulting in millions of incidences of food-borne illness and billions of dollars in food waste each year.    According to the CDC, consumption of bacterial contamination in food causes an estimated 76 million illnesses, 325,000 hospitalizations, and 5,000 deaths each year in the United States. SFS is dedicated to eliminating these vulnerabilities within our food supply chain and increasing safety by developing an efficient, real-time indication of freshness of perishable goods.  SFS’s efforts are also focused on reducing the current $43 billion in food waste due to spoilage and contamination annually in the United States. By easily integrating into existing quality control processes, SFS's technology allows spoiled inventory to be accurately identified and managed before reaching the market.  "
Research Products & Instrumentation,Sage Science Inc,500 Cummings Center Suite 3150,Beverly,MA,1915,"500 Cummings Center Suite 3150, Beverly, MA1915",17,588,TRUE,sage-science-inc,
Drug Development,Sage Therapeutics,29 Newbury St,Boston,MA,2116,"29 Newbury St, Boston, MA2116",0,589,FALSE,sage-therapeutics,
Unknown,Sagetis,,,,,", , ",0,590,FALSE,sagetis,
Research Products & Instrumentation,Saint-Gobain Performance Plastics,700 Joseph E Warner Blvd,Taunton,MA,2780,"700 Joseph E Warner Blvd, Taunton, MA2780",60,1529,FALSE,saint-gobain-performance-plastics,
Medical Device,Salient Surgical Technologies Inc,180 International Dr,Portsmouth,NH,3801,"180 International Dr, Portsmouth, NH3801",100,1530,FALSE,salient-surgical-technologies-inc,
Research Products & Instrumentation,Sample6 Technologies Inc,27 Drydock Ave,Boston,MA,2210,"27 Drydock Ave, Boston, MA2210",12,1531,FALSE,sample6-technologies-inc,
Drug Development,Sanofi,270 Albany Street,Cambridge,MA,2139,"270 Albany Street, Cambridge, MA2139",0,591,FALSE,sanofi,"Cambridge Genomics Center mission is to develop, provide, and implement cutting edge genomics-related technologies for the Aventis Biotechnology organization and Aventis Disease Groups.  The Cambridge Genomics Center will employ functional genomics technologies to the Disease Group programs with the aim of contributing innovative targets to the drug discovery pipeline."
Drug Development,Sanofi Oncology,300 Third St,Cambridge,MA,2142,"300 Third St, Cambridge, MA2142",300,1532,TRUE,sanofi-oncology,
Drug Development,Sanofi Pasteur Biologicals,38 Sidney St,Cambridge,MA,2139,"38 Sidney St, Cambridge, MA2139",180,1533,TRUE,sanofi-pasteur-biologicals,
Drug Development,"Santhera Pharmaceuticals (Usa), Inc.","40 Warren Street, 3rd Floor",Charlestown,MA,2129,"40 Warren Street, 3rd Floor, Charlestown, MA2129",0,592,FALSE,santhera-pharmaceuticals-usa-inc,"Santhera Pharmaceuticals is a Swiss specialty pharmaceutical company focusing on the discovery, development and marketing of small molecule pharmaceutical products for the treatment of severe neuromuscular diseases. Santhera’s vision is to become a leading specialty pharmaceutical company offering therapies for a number of indications in this area of high unmet medical need which includes many orphan indications with no current therapy. The Company recently established its North American Commercial headquarters in Charlestown, MA."
Unknown,Satcon Technology Corp,,,,,", , ",0,593,FALSE,satcon-technology-corp,
