Name,CompanyName,Subcategory,AddressLine1,AddressLine2,AddressLine3,City,State,Zip,Country,Description
Seahorse Bioscience Inc. ,SEAHORSE BIOSCIENCE INC. ,Research Products & Instrumentation,,,,,,,,
"Seaside Therapeutics, Inc.","SEASIDE THERAPEUTICS, INC.",Drug Development,840 Memorial Drive,,,Cambridge,MA,02139,USA,"Seaside Therapeutics is creating new drug treatments to correct or improve the course of fragile X syndrome, autism and other disorders of brain development.  We are dedicated to translating breakthrough discoveries in genetics and neurobiology into therapeutics that improve the lives of patients and their families."
"Selecta Biosciences, Inc.","SELECTA BIOSCIENCES, INC.",Drug Development,"480 Arsenal Street, Building 1",,,Watertown,MA,02472,USA,"Selecta Biosciences, Inc. is developing the first generation of nanoparticle immunomodulatory drugs for the treatment and prevention of human diseases.  Selecta was founded based on the synergistic convergence of nanotechnology, targeted drug delivery and immunobiology by three pioneers in the field:  Dr. Robert Langer of MIT, Dr. Omid Farokhzad and Dr. Ulrich von Andrian of Harvard Medical School."
Selventa,SELVENTA,Drug Development,"One Alewife Center, Suite 100",,,Cambridge,MA,02140,USA,"Selventa™, evolved from Genstruct®, Inc., analyzes rich patient data, accelerates the development process and clarifies decisions on therapeutics and diagnostics for pharmaceutical and biotechnology partners. As a personalized healthcare organization, the goal is to join our strategic partners in finding optimal treatments for the right patients.    "
Semprus Biosciences Corporation,SEMPRUS BIOSCIENCES CORPORATION,Medical Device,One Kendall Square,Building 1400,1st Floor,Cambridge,MA,02139,USA,Semprus is developing the first implantable and permanently antimicrobial coating targeting the medical device market.
Sensitech Inc.,SENSITECH INC.,Research Products & Instrumentation,"800 Cummings Center, Ste. 258X",,,Beverly,Massachusetts,01915,USA,"Sensitech is the leading provider of cold chain visibility solutions that enable our customers, global leaders in the pharmaceutical and biotech markets to track and monitor assets across the supply chain, protecting the quality and integrity of their temperature-sensitive products.    We address our customers’ most complex problems regarding the storage, handling, and distribution of temperature-sensitive products.  We deliver powerful insights that drive measurable process improvement, cost savings, as well as, regulatory compliance, documentation and ultimately product quality and patient safety.    Sensitech is a business unit of Carrier Corp., the world’s largest provider of heating, air conditioning and refrigeration solutions with operations in 172 countries.  Sensitech is headquartered in Beverly, Massachusetts, with offices around the world.  "
"Sentien Biotechnologies, Inc.","SENTIEN BIOTECHNOLOGIES, INC.",Drug Development,196 Boston Ave Ste 2200,,,Medford,MA,02155,USA,
"SeraCare Life Sciences, Inc.","SERACARE LIFE SCIENCES, INC.",Research Products & Instrumentation,37 Birch Street,,,Milford,MA,01757,USA,"SeraCare Life Sciences develops, manufactures, and sells a broad range of biological based materials and services essential for the manufacture of diagnostic tests, commercial bioproduction of therapeutic drugs, and additional research applications in the biotechnology, pharmaceutical, and diagnostic industries. <p> SeraCare's offerings include plasma-based therapeutic products, diagnostic products and reagents, cell culture products, specialty plasmas, in vitro stabilizers, and clinically annotated DNA, RNA, serum, and tissue specimens ethically collected from consenting donors with a variety of patient conditions."
"Seventh Sense Biosystems, Inc.","SEVENTH SENSE BIOSYSTEMS, INC.",Human Diagnostic Development,286 Cardinal Medeiros Avenue,,,Cambridge,MA,02141,USA,"Seventh Sense Biosystems, Inc. is a startup biotechnology company focused on the development of a transformational class of novel biosensors to improve human health.  Funded by Flagship Ventures, the company's technology was developed at leading labs at MIT, University of Michigan and UC Santa Barbara."
Sharp Edge Labs,SHARP EDGE LABS,Research Products & Instrumentation,,,,,,,,
Shire Pharmaceuticals,SHIRE PHARMACEUTICALS,Drug Development,300 Shire Way,,,Lexington,MA,02421,USA,"Shire is a global specialty pharmaceutical company with a strategic focus on  meeting the needs of the specialist physician and currently focuses on  developing projects and marketing products in the areas of central nervous  system (CNS), gastrointestinal (GI), renal diseases, and enzyme replacement  therapies.      Shire's global headquarters are located in Basingstoke, UK, and our North  American headquarters are located in suburban Philadelphia, PA (Wayne).  Shire has significant operations in Cambridge, Massachusetts and Owings  Mills, MD, as well as in the world&sbquo;s key pharmaceutical markets (US, canada,  UK, France, Italy, Spain and Germany), in addition to a specialist drug  delivery unit in the US."
Siemens Healthcare Diagnostics Inc.,SIEMENS HEALTHCARE DIAGNOSTICS INC.,,2 Edgewater Drive,,,Norwood,MA,02062,USA,
Sirius Analytical Inc.,SIRIUS ANALYTICAL INC.,Research Products & Instrumentation,100 Cummings Center,Suite 231C,,Beverly,MA,01915,United States,"Sirius Analytical offers both instrumentation and CRO services for measurement of pKa, logP/logD, Solubility and Dissolution including detailed customized studies of Solubility, Supersaturation and Dissolution with real-time pH control in formulation excipients and biorelevant media.    Our unique solutions for automated supersaturation measurement reveal new insights about the pH-dependent supersaturation a compound can exhibit and how supersaturation may be enhanced or suppressed via the use of formulation additives and excipients. Our expertise in automation and miniaturization means this data can be obtained at early stages of pre-formulation and development, improving efficiency and allowing informed decisions to be made earlier in the drug development process.    Our SiriusT3 instrument offers automated physchem measurements using sub-mg quantities of material on a single integrated hardware platform.     Our Analytical Service provides a reliable and cost effective source for outsourcing PhysChem measurements and includes all of our formulation testing capabilities.  "
Sirtris Pharmaceuticals,SIRTRIS PHARMACEUTICALS,Drug Development,200 Technology Square,Third Floor,,Cambridge,MA,02139,USA,"Sirtris Pharmaceuticals&trade; (NASDAQ: SIRT) is a biopharmaceutical company focused on discovering and developing proprietary, orally available, small molecule drugs with the potential to treat diseases associated with aging, including metabolic diseases such as Type 2 Diabetes. Our drug candidates are designed to mimic certain beneficial health effects of calorie restriction, without requiring a change in eating habits, by activation of sirtuins, a recently discovered class of enzymes that control the aging process. The company's headquarters are in Cambridge, Massachusetts."
Sistemic Ltd,SISTEMIC LTD,Contract Research & Manufacturing,28 State Street,Suite 2300,,Boston,MA,02109,USA,"Corporate Overview  Sistemic is a privately held, product development company that leverages the instructive power of microRNA (miRNA) to provide leading-edge products for the Bioprocessing, Cell (and Stem Cell) Therapy, and Drug Discovery and Development markets. Headquartered in Glasgow, Scotland, with facilities in Boston, Massachusetts, Sistemic provides a broad range of products from robust quality control (QC) for cells and stem cells, to toxicity and drug response based products for Pharmaceutical markets. These products are helping companies worldwide to deliver drugs and therapies successfully and in a cost-effective manner, whilst providing knowledge-rich and instructive data on a range of cell systems.    The Sistemic Methodology  Sistemic’s pioneering products are centred around the company’s IP and core expertise within three areas: robust miRNA profiling, superior statistical analytics and multi-layered contextual analysis.  Together, these constitute the Sistemic Methodology.     Sistemic leverages the instructive power of miRNA. MiRNAs are seen as the master controllers of a cell and, as such, Sistemic believes they provide information on the effects within a whole cell or organism rather than an isolated pathway. This systems approach means that the data produced is more indicative of the biology and more informative of actual effect.     The Sistemic method provides a rigorous yet rapid understanding of the biological changes that occur within a cell. Resulting data allow companies to make well-informed decisions, in a timely fashion. This enables them to develop their cell (or stem cell) therapies and drug development pipelines more successfully and more cost effectively.    Products  Using its proprietary method, Sistemic has developed key products for the Cell (and Stem Cell) Therapy and Drug Discovery and Development markets that are changing the way companies work.    Cells, Cell Therapy and Stem Cells  A major hurdle in the commercialisation of cell-based or derived products is the absence of robust and information-rich QC and characterisation methods to monitor cells easily and effectively. Sistemic’s SistemQC™ product reduces this hurdle and provides a product that seamlessly fits within the current workflow process.    SistemQC™ combines robust miRNA profiling with superior statistical analytics and multi-layered contextual analysis to generate a fingerprint of key miRNAs (kmiRs), together with their underlying biological interpretation, in a cost-effective and time-efficient manner. Moreover, the generated kmiR fingerprints can be adapted to a QPCR method for ease of integration and rapid testing. SistemQC™ therefore supports faster decision making for companies, at critical points within their process workflows, allowing them to proceed confidently with their cell populations    Key benefits of SistemQC™:  • Cost effective with a quick turnaround  • Generates early QC alerts at critical points within  the process  • QPCR based method for rapid testing  • Supports strategic decision making  • Seamlessly integrates into current workflow  • SistemQC™ acts as a molecular marker  • Multiple, quantitative outputs from a single assay  .  Moreover, SistemQC™ can monitor cells and stem cells for identity, potency, purity, characterisation, markers for differentiation staging, benchmarking cell model, and QC of batch-to-batch consistency.    Drug Discovery and Development  Sistemic’s SistemRNA™ product range expedites drug discovery and development programmes by providing products that seamlessly fit within the current workflow processes. From the core SistemRNA™ product, Sistemic has derived a suite of drug discovery and development products in the areas of: elucidation of mechanism of action studies; predictive and mechanistic toxicology (SistemTOX™); and positioning/repurposing (SistemKB™).    SistemRNA™ applies a compound-centric approach identifying drug effects by associative changes in miRNA expression profiles and analysis in context. The addition of SistemRNA™ to your drug discovery toolbox can support strategic decision-making at key stages and maximise asset value. The miRNA expression profiles are used to characterise drugs on the basis of :  • Positioning/repositioning of small molecule or biologic compound libraries  • Identify biological activity and Mechanism of Action  • Toxicology profile  • On/Off-target effects    SistemTOX™ builds on SistemRNA™ data to help companies detect compounds which activate pathways potentially leading to toxicity earlier in the lead selection process. This service is applicable to cell lines such as HepG2, as well as stem cells derived from hepatocytes and cardiomyocytes. SistemTOX™ not only gives a simple, rapid yes/no answer, but provides the context needed to gain a much deeper insight. This depth of knowledge allows drug developers to reduce risks within their pipeline and enhance their chances of success.    SistemKB™ accurately positions small molecule or biologic compounds within key therapeutic areas such as Oncology, Inflammation, Metabolic disorders, HDACi, Statins, Cardiovascular and CNS, and is continually expanding. As a result, SistemKB™ significantly enriches data that allow companies to make better strategic decisions and maximise asset value."
SkyePharma US Inc.,SKYEPHARMA US INC.,Contract Research & Manufacturing,"One Broadway, 14th Floor",,,Cambridge,MA,02142,USA,"SkyePharma PLC    SkyePharma PLC uses its proprietary drug delivery technologies to develop new formulations of known molecules to provide a clinical advantage and life-cycle extension. Combining this capability to formulate and manufacture drugs, both for clinical studies and post-marketing, with our established pre-clinical, clinical and regulatory expertise, we identify and develop new therapeutics for both ourselves and our partners. We have an excellent track record in product development with twelve products approved in markets worldwide. We have fully integrated drug development capabilities with our major R&D/clinical/regulatory site in Basel (Switzerland) an FDA-approved commercial manufacturing site in Lyon (France); head office in London (UK) and our new business development office in Cambridge, MA.  Our oral drug delivery technologies include Geomatrix, Geoclock and Insoluble Drug Delivery.  Our inhaled drug delivery technologies include dry powder and non-CFC propelled technologies, as well as an FDA-approved multi-dose dry powder inhaler (MDI), the SkyeHaler.  www.skyepharma.com.    "
"SmartCells, Inc.","SMARTCELLS, INC.",Drug Development,"100 Cummings Center, 419E",,,Beverly,MA,01915,USA,"SmartCells, Inc. is developing SmartInsulin&trade;, the first glucose-regulated, subcutaneously injectable insulin formulation for treating Type 1 and Type 2 diabetes.  It is intended as a drop-in replacement for the injectable insulins currently used by diabetics and addresses their most important challenge - achieving tight blood glucose control without the danger of hypoglycemia.      SmartInsulin is a gel that dissolves from the surface inward, releasing insulin only when the surrounding glucose concentration exceeds a specific level.  Once the concentration has been reduced below that level, dissolution ceases and the gel is ready for the next glucose challenge.      SmartInsulin proof-of-concept studies in hundreds of diabetic rats have demonstrated up to seven days of glucose control and no hypoglycemia with a single subcutaneous injection.  Pilot safety and efficacy studies have been completed in pigs and cats.      SmartCells has funded operations with $4.8M in NIH/DoD grants and $3.6M in private investment."
"Smithers Viscient, Smithers Pharma Services","SMITHERS VISCIENT, SMITHERS PHARMA SERVICES",Contract Research & Manufacturing,790 Main Street,,,Wareham,MA,02571,USA,"Smithers Viscient, formerly Smithers Springborn, is a global Contract Research Organization (CRO) for the crop protection, pharmaceutical, industrial chemical, and consumer household industries. With laboratories in North America and Europe, and additional offices in Asia, Smithers Viscient has performed standard guideline and higher-tiered environmental studies for over 40 years. Our studies satisfy all major regulatory requirements. Services include ecotoxicology, avian toxicology, environmental fate, metabolism, residue, analytical and product chemistry, consulting, and endocrine testing, including in vitro toxicology, in vivo toxicology, and in vivo ecotoxicology.    website: www.smithersviscient.com  **********************************************************************************  Smithers Pharma Services, provides formulation services, analytical chemistry, and pre-clinical and clinical bioanalytical testing, while offering further drug development support through in-house storage stability studies. Smithers Pharma serves the pharmaceutical, biotechnology, and consumer healthcare industries, delivering a broad portfolio of services to help clients move their drug products through the full drug development process, from pre-formulations to market registration.     website: www.smitherspharma.com    "
Solace Pharmaceuticals Inc.,SOLACE PHARMACEUTICALS INC.,Drug Development,c/o High Street Partners,"31 St James Street, suite 440",,Boston,MA,02116,USA,"Solace Pharmaceuticals discovers and develops innovative treatments for pain in order to meet a growing medical need and create value.  Novel insights into pain biology, world-leading expertise in pre-clinical analgesic assessment, and extensive experience developing pain therapeutics represent Solace's unique position in pain research and development. Operating on this foundation, Solace employs a pioneering model of business management to advance its projects through pre-clinical and clinical development milestones. Solace's projects are supported by a strong and expanding intellectual property portfolio.     "
"SolMap Pharmaceuticals, Inc.","SOLMAP PHARMACEUTICALS, INC.",Drug Development,199 Riverneck Road,,,Chelmsford,MA,01824,USA,"SolMap Pharmaceuticals is a drug discovery and design company  founded to develop novel and enhance existing small molecule drugs in a wide range of therapeutic areas.     Based in Cambridge, Massachusetts, Solmap developed from the ideas and technology originated at Boston University in Dr. Sandor Vajda's laboratory. Under the guidance of Solmap's Chief of Science Dr.Frank Guarnieri, the enhanced technology combines computational and experimental fragment-based methods to advance the discovery and design of small molecule therapeutics.    Using its proprietary platform and methods, SolMap has established three internal development programs in the areas of: cardiovascular hypertension, inhibition of drug-resistant bacterial pathogens, and chronic obstructive pulmonary disease (COPD). The company's strategy is to bring much needed therapeutics in these and other areas to patients, independently and in collaboration with biotech and pharmaceutical partners.    "
"Spherics, Inc.","SPHERICS, INC.",Drug Development,167 Worcester Street,Suite 201,,Wellesley Hills,MA,02481,USA,"Spherics, Inc. is developing proprietary technologies to enable the oral administration of  injectable biopharmaceuticals and to improve the bioavailability of poorly absorbed small molecule drugs.  The company’s approach to drug delivery is based on the finding that bioadhesive polymers can increase drug particle residence time in the gastrointestinal tract, thereby facilitating the uptake of drug into the bloodstream.  Spherics’ technologies are based on the discoveries of Edith Mathiowitz, Ph.D., a Professor at Brown University and a recognized leader in polymer chemistry and drug delivery.  In vivo animal data supporting the use of bioadhesive microspheres was published in an article appearing in Nature (1997; 386:410-14).  In that publication Dr. Mathiowitz and her colleagues demonstrated increased absorption into the bloodstream of: an erratically absorbed, poorly soluble small molecule (dicumarol); a therapeutic protein (insulin); and plasmid DNA (as would be used in gene therapy).  Spherics is developing three complementary drug delivery platforms having broadly useful roles for delivery of both small molecules and biopharmaceuticals. These technology platforms include: 1.) bioadhesive, biocompatible and biodegradable polymers for oral drug delivery; 2.) phase inversion nanoencapsulation (PIN), a gentle encapsulation process that produces minute, drug-containing spheres of uniform size; and, 3.) bioadhesive, biocompatible coatings, capable of enhancing existing encapsulated and/or controlled release drug delivery products.  Currently, the company is conducting research under an agreement with Serono International, SA, to develop oral formulations of a Serono-marketed therapeutic agent.  "
"SpineFrontier, Inc.","SPINEFRONTIER, INC.",Medical Device,"500 Cummings Center, Suite 3500",,,Beverly,MA,01915,USA,"SpineFrontier is growing from the ground up by surgeons to develop disruptive, innovative technologies.  Our company is driven by surgeon ingenuity that will improve patients’ quality of life.  Conceived by practicing surgeons, SpineFrontier comes to market with an innovative suite of MIS products."
"Spring Bank Pharmaceuticals, Inc.","SPRING BANK PHARMACEUTICALS, INC.",Drug Development,113 Cedar Street,Suite S-7,,Milford,MA,01757,USA,"Spring Bank Pharmaceuticals (“SBP”) is an Investigational New Drug (IND)-stage, drug discovery company. Based on its proprietary platform technology, SBP is developing a pipeline of products representing a “new class of pharmaceuticals” it calls small molecule nucleic acid hybrids (“SMNH”), which have a wide range of applications and multi-billion dollar market potential. These rationally designed molecules combine target selectivity and specificity advantages made possible by recent advances in genetic engineering, with the drug-like properties of classical pharmaceuticals, including oral delivery, good pharmacokinetics, low side effects and ease of manufacture. SBP’s most advanced product is SB 9200, a potential breakthrough drug for Hepatitis C and Hepatitis B that works in a unique way by activating the internal viral immune system of infected cells.  SBP is planning to begin Phase I human trials in 2012.  In addition SBP is currently using its platform SMNH technology to develop drugs for other viral infections such as RSV and Influenza, COPD and cancer.  Since its founding in 2002, SBP has built its technology platform and product pipeline using a capital-efficient, semi-virtual business model, supported by $12M of non-dilutive National Institutes of Health (“NIH”) grants.  "
SpringLeaf Therapeutics Inc. ,SPRINGLEAF THERAPEUTICS INC. ,Medical Device,8 St. Mary's Street,Suite 601,,Boston,MA,02215-2421,USA,"SpringLeaf Therapeutics is a specialty pharmaceutical company committed to developing new therapies and improving existing treatments in areas with high unmet medical needs.  In addition to the Company’s proprietary technology platform, SpringLeaf Therapeutics possesses strong expertise in preclinical and clinical drug development and commercialization.  SpringLeaf Therapeutics is privately-held and completed a $12 million Series A financing in November 2008 backed by Flybridge Capital Partners and North Bridge Venture Partners.    "
SquiCor LLC,SQUICOR LLC,Drug Development,13215 C SE Mill Plain Suite 472,,,Vancouver,WA,98684,USA,"SquiCor LLC™ (formerly Panacea Discovery) is an early stage drug discovery company with a lab located in Southbridge Ma. We are focused on the diagnosis, prevention, treatment and ultimate cure of cancer.  We have world-wide patents pending on a novel class of small molecules that target both precancerous (aged) and cancerous cells. The first is a single drug to treat cancer quickly and effectively with little to no side effects. The second is a noninvasive way to detect cancer just before it occurs. Our successful discovery and positive pre-clinical test results have moved us quickly into the IND application process with a request to “fast track” so that we can begin Phase I clinical trials.  "
Stage One Biotech,STAGE ONE BIOTECH,Contract Research & Manufacturing,14 Robbins Road,,,Lexington,MA,02421,USA,"Stage One Biotech, LLC is a Boston area consulting company helping emerging biotech firms to design and execute early phase trials of novel biologic, pharmaceutical, and medical device therapies.  Our agile business model supports clients with an urgent need to structure and mobilize their clinical study in a quick, cost-effective, and quality fashion.  Our service is flexible and individually structured to meet our client’s specific clinical development and business requirements.     We provide practical solutions grounded in 20 years of global industry experience in managing over 130 challenging trials inclusive of biologic agents, therapeutic vaccines, and implantable drug-devices.  As needed, we deploy and manage colleague consultants with essential skills to ensure we stage and deliver the project on target.      Contact us at the numbers on our Web site, www.stageonebiotech.com, to discuss how our operational know-how and responsiveness can transform your scientific and business needs into the results you seek.      "
"Stallergenes, Inc.","STALLERGENES, INC.",Drug Development,600 Cordwainer Drive,,,Norwell,MA,02061,USA,"A major player in its field, Stallergenes has set itself the goal of working alongside health professionals to improve the management of severe respiratory allergy and ensure a long-term improvement in patients’ quality of life.  The key to Stallergenes’ know-how – in terms of product development, raw material quality or the extraction and production process – lies in its knowledge of allergens. Drawing on this expertise, the biopharmaceutical company works constantly to improve its research & development activities, making Stallergenes a world leader in sublingual immunotherapy.  "
Stem Cell & Regenerative Medicine International,STEM CELL & REGENERATIVE MEDICINE INTERNATIONAL,Drug Development,33 Locke Drive,,,Marlboro,MA,01752,USA,Stem Cell &amp; Regenerative Medicine International is a biotechnology company focused on research in blood cell generation and IPS Cell technology for the purpose of bringing effective therapies to the bedside.
"Stemgent, Inc.","STEMGENT, INC.",Research Products & Instrumentation,,,,,,,,
Strategic Science & Technologies,STRATEGIC SCIENCE & TECHNOLOGIES,Drug Development,58 Charles Street,,,Cambridge,MA,02141,USA,
Stromedix,STROMEDIX,Drug Development,"One Canal Park, Suite 1120",,,Cambridge,MA,02141,USA,"Stromedix is a clinical-stage company focused on developing novel therapies for fibrotic diseases. Our lead program, STX-100, has begun Phase 2 testing in patients with idiopathic pulmonary fibrosis.    The company is based in Cambridge, Massachusetts."
Stryker Regenerative Medicine,STRYKER REGENERATIVE MEDICINE,Medical Device,35 South Street,,,Hopkinton,MA,01748,USA,"<b>Our Mission:<b><p>    <p>  To become the recognized global leader in bone and cartilage regenerative medicine by providing healthcare professionals transforming therapeutics to improve the lives of their patients.<p>   <p>  Stryker Biotech develops orthobiologic products for bone repair. The company's products include Osteogenic Protein 1 (OP-1), a naturally occurring human protein used in bone repair and regeneration. Stryker Biotech is based in Hopkinton, Massachusetts."
Sunovion Pharmaceuticals Inc.,SUNOVION PHARMACEUTICALS INC.,Drug Development,84 Waterford Drive,,,Marlborough,MA,01752,USA,"Sunovion is a wholly owend subsidiary of Dainippon Sumitomo Pharmaceuticals, Inc. based in Osaka Japan. Sunovion's Corporate Headquarters are located in Marlborough, Massachusetts.  "
"Surface Logix, Inc.","SURFACE LOGIX, INC.",Drug Development,50 Soldiers Field Place,,,Brighton,MA,02135,USA,"Surface Logix, using its expertise in biophysical chemistry, creates and develops small molecule drugs that are optimized to meet the challenges of human physiology.  Surface Logix is working to build a deep pipeline of drug products primarily focused on cardiovascular, metabolic, inflammatory and fibrotic diseases. All of our drug candidates were discovered and developed internally, using our proprietary chemistry platform - the Pharmacomer Technology Platform."
Synageva BioPharma Corp.,SYNAGEVA BIOPHARMA CORP.,Drug Development,"128 Spring St., Suite 520",,,Lexington,MA,02421,USA,"Synageva is a clinical stage biopharmaceutical company focused on the discovery, development, and commercialization of therapeutic products for patients with life-threatening rare diseases and unmet medical need. Synageva has several protein therapeutics in its pipeline, including two enzyme replacement therapies for lysosomal storage disorders and two additional programs for other life-threatening genetic conditions for which there are currently no approved treatments. The company has assembled a team with a proven record of bringing orphan therapies to patients. "
SynapDx Corporation,SYNAPDX CORPORATION,Human Diagnostic Development,153 Cordaville Road,Suite 120,,Southborough,MA,01772,USA,"SynapDx is developing and commercializing blood-based diagnostic tests that will enable earlier detection of autism spectrum disorders (ASDs).  The CDC currently estimates that 1 out of 110 children are affected by ASDs.  ASDs are characterized by impairment in language development and socialization as well as restricted and repetitive behaviors.  SynapDx was founded by Stanley Lapidus, an experienced life-sciences entrepreneur and inventor with 31 issued patents.  Mr. Lapidus founded and led Cytyc Corp., EXACT Sciences Corp., and Helicos BioSciences Corp.  Mr. Lapidus' co-founders of SynapDx include Jeffrey Luber and Patrick Anquetil.  SynapDx is financed by Bain Capital Ventures, General Catalyst Partners, and North Bridge Venture Partners."
"Syndax Pharmaceuticals, Inc.","SYNDAX PHARMACEUTICALS, INC.",Drug Development,460 Totten Pond Road,Suite 650,,Waltham,MA,02451,USA,"Syndax Pharmaceuticals, Inc. is a Waltham, MA-based, oncology-focused biopharmaceutical company, with a lead product candidate, SNDX-275, expected to enter Phase 2 clinical trials in 2007.   Syndax is building a portfolio of new oncology products to extend and improve the lives of patients by developing and commercializing novel cancer therapies in optimized, mechanistically driven combination regimens.     SNDX-275 (formerly known as MS-275) is an orally bioavailable, highly selective class I, histone deacetylase inhibitor with a long half-life that allows weekly dosing. Having been evaluated in over 200 cancer patients, SNDX-275 is one of the most clinically advanced class I selective HDAC inhibitors.      Formed in 2005, the company's intellectual property is based on work from scientific founder Ronald Evans, PhD, recipient of the 2004 Albert Lasker Prize for Basic Medical Research, a Member of the National Academy of Sciences, a professor at the Salk Institute for Biological Studies and a Howard Hughes Medical Institute Investigator.  In March 2007 Syndax closed a $40 million Series A financing co-led by Domain Associates and MPM Capital, with participation from Avalon Ventures, Forward Ventures, and Pappas Ventures."
"SynDevRx, Inc.","SYNDEVRX, INC.",Drug Development,One Broadway,14th Floor,,Cambridge,MA,02142,USA,"SynDevRx is a private biotech company that uses its best-in-class drug conjugation technology to improve the therapeutic index of small molecules.  Our lead drug candidate is being developed for oncology, and shows a 60x improvement over the un-conjugated small molecule.  The team has decades of successful oncology drug development experience, and a scientific advisory board comprised of industry thought leaders.  Our business model is to develop novel small molecule drug conjugates in partnership with companies and, opportunistically, for internal development."
Syndexa Pharmaceuticals,SYNDEXA PHARMACEUTICALS,Drug Development,480 Arsenal Street,Building #1,,Watertown,MA,02472,USA,"Syndexa is dedicated to the discovery and development of a new generation of drugs targeted to novel biological mechanisms for the treatment and prevention of metabolic diseases including obesity, type 2 diabetes and cardiovascular disease. The principal scientific and product platforms of Syndexa target the biological interface between inflammatory and metabolic pathways. Syndexa's approach will create novel drugs that address the underlying causal events of disease providing superior drugs compared to current treatments available to patients. Syndexa drugs are positioned to be first-in-class compounds targeting novel disease mechanisms at the interface of inflammatory and metabolic pathways."
Synomics Pharmaceutical Services,SYNOMICS PHARMACEUTICAL SERVICES,Contract Research & Manufacturing,790 Main Street,,,Wareham,MA,02571-1037,USA,
Synta Pharmaceuticals Corp.,SYNTA PHARMACEUTICALS CORP.,Drug Development,45 Hartwell Avenue,,,Lexington,MA,02421,USA,"Synta Pharmaceuticals Corp. is a biopharmaceutical company focused on discovering, developing, and commercializing small molecule drugs to extend and enhance the lives of patients with severe medical conditions, including cancer and chronic inflammatory diseases. Synta has a unique chemical compound library, an integrated discovery engine, and a diverse pipeline of clinical- and preclinical-stage drug candidates with distinct mechanisms of action and novel chemical structures. All Synta drug candidates were invented by Synta scientists using our compound library and discovery capabilities.  The lead program at Synta is STA-9090 is a potent, second-generation, small molecule Hsp90 inhibitor that has shown strong activity in a broad range of preclinical solid and hematologic cancer models, including models highly resistant to treatment.  The chemical structure of STA-9090 is unrelated to the first generation, ansamycin family of Hsp90 inhibitors (e.g., 17-AAG or IPI-504).  STA-9090 inhibits heat shock protein 90 (Hsp90), a chaperone that regulates numerous proteins that drive proliferation in cancer cells, in particular kinases.  STA-9090 is currently being evaluated in eight clinical trials: four Phase 2 trials in solid tumor cancers – non-small cell lung cancer, gastrointestinal stromal tumors, colon cancer, gastric cancer; two trials in hematologic cancers; and two Phase 1 solid tumor trials.  Trials in colon cancer and gastric cancer are investigator-sponsored.      Synta retains all rights, in all indications and markets for STA-9090 and the following drug candidates and programs which include elesclomol, an oxidative stress inducer for the treatment of cancer and an IL-12/23 inhibitor.  In addition; we are developing STA-9584, a vascular disrupting agent currently in preclinical development.    Synta has a global partnership with Roche for developing novel CRACM inhibitors - an oral calcium released activated calcium modulator ion channel inhibitor program that is in the lead optimization stage for the treatment of autoimmune diseases  "
"Syntonix Pharmaceuticals, Inc.","SYNTONIX PHARMACEUTICALS, INC.",Drug Development,9 Fourth Avenue,,,Waltham,MA,02451,USA,"Syntonix Pharmaceuticals, Inc., an early stage company, is focused on the discovery, development and eventual commercialization of biopharmaceutical therapeutics and vaccines for human disease.  The company’s proprietary technology centers around the delivery of proteins, peptides or small molecules across the mucosal barrier either orally or through inhalation."
"T2 Biosystems, Inc.","T2 BIOSYSTEMS, INC.",Human Diagnostic Development,101 Hartwell Avenue,,,Lexington,MA,02421,USA,"Bringing medical diagnosis where it belongs.  Everywhere.    T2 Biosystems has created superior decentralized molecular diagnostic tests and systems using a proprietary detection system that will take the rapid diagnosis and treatment of disease to the next level.    T2 Biosystems' proven technology provides qualitative and quantitative measurement of an analyte in a dirty sample such as whole blood.  This unique, non-optical detector, which combines magnetic resonance with nanoparticles and molecular probes (including antibodies, nucleic acids, peptides and more) delivers many benefits, including:    ¦Performing rapid testing for pathogens that currently require days for a culture result– such as fungus and bacteria.  ¦Delivering a high level of accuracy and speed with central lab quality results, regardless of the setting.  ¦Perform both molecular and immunodiagnostics on the same instrument.  ¦Eliminate manual sample preparation, including DNA purification    T2 Biosystems' initial portfolio of products will save lives through nucleic acid assays that detect fungal and bacterial infections, as well as complementary immunodiagnostics. All of the tests can be run on one instrument in the lab, the clinic, or the physician’s office to provide new and improved diagnostic data to inform clinical decision-making.    About our Name:  T2 refers to how water molecules react in the presence of magnetic fields. This is what our technology measures to detect target substances in solution and is why our name is T2 Biosystems.  "
Takeda,TAKEDA,Drug Development,One Takeda Parkway,,,Deerfield,IL,60015,USA,
Talaris Advisors L.L.C.,TALARIS ADVISORS L.L.C.,Drug Development,239 South Street,,,Hopkinton,MA,01748,USA,
